deltaX,deltaY,WHEN,SYLLABLE,XofButton,YofButton,XofTrace,YofTrace
-1,-1,0.0401183,Yield,0,0,-1,1
-1,-1,0.0401473,Yield,0,0,-2,2
-1,-2,0.0401647,Yield,0,0,-3,4
-1,-2,0.0401937,Yield,0,0,-4,6
-1,-1,0.0402286,Yield,0,0,-5,7
-1,-1,0.0402634,Yield,0,0,-6,8
-2,-2,0.0405188,Yield,0,0,-8,10
-4,-1,0.0405478,Yield,0,0,-12,11
-3,-1,0.0405885,Yield,0,0,-15,12
-2,-1,0.0406233,Yield,0,0,-17,13
-3,1,0.0407742,Yield,0,0,-20,12
-2,1,0.0407917,Yield,0,0,-22,11
-2,1,0.0408497,Yield,0,0,-24,10
-2,1,0.0408845,Yield,0,0,-26,9
-2,2,0.0409136,Yield,0,0,-28,7
-1,2,0.0409368,Yield,0,0,-29,5
-3,2,0.0409426,Yield,0,0,-32,3
-3,2,0.0409658,Yield,0,0,-35,1
-3,2,0.0409832,Yield,0,0,-38,-1
-4,3,0.0410122,Yield,0,0,-42,-4
-3,2,0.0410529,Yield,0,0,-45,-6
-4,3,0.0410587,Yield,0,0,-49,-9
-4,3,0.0410877,Yield,0,0,-53,-12
-4,3,0.0411167,Yield,0,0,-57,-15
-3,3,0.0411516,Yield,0,0,-60,-18
-4,2,0.0411748,Yield,0,0,-64,-20
-4,3,0.0411864,Yield,0,0,-68,-23
-4,3,0.041198,Yield,0,0,-72,-26
-3,3,0.0412212,Yield,0,0,-75,-29
-4,2,0.0412502,Yield,0,0,-79,-31
-4,2,0.0412793,Yield,0,0,-83,-33
-4,1,0.0413257,Yield,0,0,-87,-34
-2,3,0.0413527,Yield,0,0,-89,-37
-6,1,0.0413766,Yield,0,0,-95,-38
-3,1,0.0414012,Yield,0,0,-98,-39
-4,1,0.0414302,Yield,0,0,-102,-40
-4,-1,0.0416218,Yield,0,0,-106,-39
-3,-1,0.0416566,Yield,0,0,-109,-38
-4,-1,0.0416856,Yield,0,0,-113,-37
-4,-1,0.0417205,Yield,0,0,-117,-36
-4,-3,0.0417495,Yield,0,0,-121,-33
-7,-2,0.0417727,Yield,0,0,-128,-31
-4,-3,0.0418075,Yield,0,0,-132,-28
-3,-3,0.0418307,Yield,0,0,-135,-25
-2,-3,0.0418656,Yield,0,0,-137,-22
-2,-3,0.0418946,Yield,0,0,-139,-19
1,-2,0.0419062,Yield,0,0,-138,-17
1,-2,0.041941,Yield,0,0,-137,-15
-1,1,0.0424054,Yield,0,0,-138,-16
1,1,0.0424287,Yield,0,0,-137,-17
3,-1,0.0425332,Yield,0,0,-134,-16
3,-1,0.0425738,Yield,0,0,-131,-15
3,-1,0.0425796,Yield,0,0,-128,-14
3,-1,0.0426028,Yield,0,0,-125,-13
2,-1,0.042626,Yield,0,0,-123,-12
3,-1,0.0426667,Yield,0,0,-120,-11
3,-1,0.0427015,Yield,0,0,-117,-10
3,-1,0.0427362,Yield,0,0,-114,-9
3,1,0.0428524,Yield,0,0,-111,-10
3,1,0.0428582,Yield,0,0,-108,-11
3,1,0.0428873,Yield,0,0,-105,-12
1,1,0.0429163,Yield,0,0,-104,-13
2,1,0.0429511,Yield,0,0,-102,-14
1,1,0.0429511,Yield,0,0,-101,-15
1,1,0.0429801,Yield,0,0,-100,-16
1,-1,0.049383,FRAY 1,176,405,-99,-15
1,-1,0.0494527,FRAY 1,176,405,-98,-14
2,1,0.049563,FRAY 1,176,405,-96,-15
2,2,0.0496327,FRAY 1,176,405,-94,-17
2,2,0.0496385,FRAY 1,176,405,-92,-19
3,2,0.0496617,FRAY 1,176,405,-89,-21
3,3,0.0496849,FRAY 1,176,405,-86,-24
3,3,0.0497197,FRAY 1,176,405,-83,-27
3,3,0.0497488,FRAY 1,176,405,-80,-30
3,4,0.0497662,FRAY 1,176,405,-77,-34
2,4,0.0497894,FRAY 1,176,405,-75,-38
3,4,0.0498242,FRAY 1,176,405,-72,-42
3,3,0.0498532,FRAY 1,176,405,-69,-45
3,4,0.0498707,FRAY 1,176,405,-66,-49
3,4,0.0499101,FRAY 1,176,405,-63,-53
2,4,0.0499171,FRAY 1,176,405,-61,-57
3,3,0.0499403,FRAY 1,176,405,-58,-60
3,4,0.0499751,FRAY 1,176,405,-55,-64
3,4,0.0499984,FRAY 1,176,405,-52,-68
3,4,0.050039,FRAY 1,176,405,-49,-72
2,3,0.0500622,FRAY 1,176,405,-47,-75
3,4,0.050068,FRAY 1,176,405,-44,-79
3,4,0.0500912,FRAY 1,176,405,-41,-83
3,4,0.0501203,FRAY 1,176,405,-38,-87
3,3,0.0501493,FRAY 1,176,405,-35,-90
3,4,0.0501783,FRAY 1,176,405,-32,-94
1,4,0.0501899,FRAY 1,176,405,-31,-98
2,4,0.050219,FRAY 1,176,405,-29,-102
2,3,0.0502422,FRAY 1,176,405,-27,-105
2,4,0.0502708,FRAY 1,176,405,-25,-109
2,4,0.0503002,FRAY 1,176,405,-23,-113
2,4,0.0503176,FRAY 1,176,405,-21,-117
2,3,0.0503409,FRAY 1,176,405,-19,-120
2,4,0.0503757,FRAY 1,176,405,-17,-124
1,4,0.0503989,FRAY 1,176,405,-16,-128
2,4,0.0504279,FRAY 1,176,405,-14,-132
3,3,0.0504512,FRAY 1,176,405,-11,-135
3,4,0.0504744,FRAY 1,176,405,-8,-139
3,4,0.0504918,FRAY 1,176,405,-5,-143
3,4,0.0505208,FRAY 1,176,405,-2,-147
2,3,0.0505498,FRAY 1,176,405,0,-150
2,4,0.0505789,FRAY 1,176,405,2,-154
2,3,0.0506137,FRAY 1,176,405,4,-157
2,3,0.0506195,FRAY 1,176,405,6,-160
2,3,0.0506543,FRAY 1,176,405,8,-163
2,2,0.0506776,FRAY 1,176,405,10,-165
2,3,0.0507008,FRAY 1,176,405,12,-168
2,3,0.0507316,FRAY 1,176,405,14,-171
3,3,0.0507472,FRAY 1,176,405,17,-174
3,3,0.0507704,FRAY 1,176,405,20,-177
3,2,0.0507995,FRAY 1,176,405,23,-179
3,1,0.0508401,FRAY 1,176,405,26,-180
2,2,0.0508691,FRAY 1,176,405,28,-182
3,5,0.0509039,FRAY 1,176,405,31,-187
5,3,0.0509272,FRAY 1,176,405,36,-190
2,3,0.0509504,FRAY 1,176,405,38,-193
2,2,0.0509794,FRAY 1,176,405,40,-195
1,4,0.05102,FRAY 1,176,405,41,-199
1,4,0.0510433,FRAY 1,176,405,42,-203
-1,4,0.0510549,FRAY 1,176,405,41,-207
-1,3,0.0510781,FRAY 1,176,405,40,-210
-2,4,0.0511013,FRAY 1,176,405,38,-214
-3,4,0.051136,FRAY 1,176,405,35,-218
-3,4,0.0511652,FRAY 1,176,405,32,-222
-3,3,0.0511942,FRAY 1,176,405,29,-225
-2,4,0.0512058,FRAY 1,176,405,27,-229
-3,4,0.051229,FRAY 1,176,405,24,-233
-3,4,0.0512522,FRAY 1,176,405,21,-237
-2,3,0.0512813,FRAY 1,176,405,19,-240
-1,4,0.0512987,FRAY 1,176,405,18,-244
-1,4,0.0513277,FRAY 1,176,405,17,-248
1,4,0.0513567,FRAY 1,176,405,18,-252
1,3,0.0513858,FRAY 1,176,405,19,-255
2,4,0.0514148,FRAY 1,176,405,21,-259
2,4,0.0514322,FRAY 1,176,405,23,-263
2,4,0.0514554,FRAY 1,176,405,25,-267
2,3,0.0514786,FRAY 1,176,405,27,-270
1,4,0.0515077,FRAY 1,176,405,28,-274
2,4,0.0515309,FRAY 1,176,405,30,-278
2,4,0.0515657,FRAY 1,176,405,32,-282
2,3,0.0515831,FRAY 1,176,405,34,-285
3,4,0.0516063,FRAY 1,176,405,37,-289
3,4,0.0516296,FRAY 1,176,405,40,-293
2,4,0.0516586,FRAY 1,176,405,42,-297
1,3,0.0516818,FRAY 1,176,405,43,-300
2,4,0.0517166,FRAY 1,176,405,45,-304
3,3,0.0517341,FRAY 1,176,405,48,-307
3,3,0.0517573,FRAY 1,176,405,51,-310
3,2,0.0517805,FRAY 1,176,405,54,-312
3,1,0.0518153,FRAY 1,176,405,57,-313
2,1,0.0518444,FRAY 1,176,405,59,-314
3,1,0.0518676,FRAY 1,176,405,62,-315
3,1,0.0519024,FRAY 1,176,405,65,-316
3,1,0.0519256,FRAY 1,176,405,68,-317
2,2,0.0519605,FRAY 1,176,405,70,-319
3,2,0.0519895,FRAY 1,176,405,73,-321
3,3,0.0520069,FRAY 1,176,405,76,-324
3,3,0.0520243,FRAY 1,176,405,79,-327
3,3,0.0520475,FRAY 1,176,405,82,-330
2,3,0.0520707,FRAY 1,176,405,84,-333
3,4,0.0520998,FRAY 1,176,405,87,-337
3,4,0.0521346,FRAY 1,176,405,90,-341
3,4,0.0521636,FRAY 1,176,405,93,-345
3,3,0.0521752,FRAY 1,176,405,96,-348
3,4,0.0521985,FRAY 1,176,405,99,-352
2,4,0.0522217,FRAY 1,176,405,101,-356
3,4,0.0522507,FRAY 1,176,405,104,-360
3,3,0.0522681,FRAY 1,176,405,107,-363
3,4,0.0522913,FRAY 1,176,405,110,-367
3,4,0.0523262,FRAY 1,176,405,113,-371
2,4,0.0523494,FRAY 1,176,405,115,-375
3,3,0.0523784,FRAY 1,176,405,118,-378
3,4,0.0524045,FRAY 1,176,405,121,-382
3,4,0.052419,FRAY 1,176,405,124,-386
3,4,0.0524363,FRAY 1,176,405,127,-390
2,3,0.0524655,FRAY 1,176,405,129,-393
3,4,0.0524887,FRAY 1,176,405,132,-397
3,3,0.0525235,FRAY 1,176,405,135,-400
3,4,0.0525468,FRAY 1,176,405,138,-404
3,4,0.0525758,FRAY 1,176,405,141,-408
3,3,0.0525874,FRAY 1,176,405,144,-411
2,4,0.0526164,FRAY 1,176,405,146,-415
3,4,0.0526396,FRAY 1,176,405,149,-419
3,4,0.0526633,FRAY 1,176,405,152,-423
3,3,0.0526919,FRAY 1,176,405,155,-426
2,4,0.0527209,FRAY 1,176,405,157,-430
2,4,0.0527383,FRAY 1,176,405,159,-434
1,4,0.0527615,FRAY 1,176,405,160,-438
1,3,0.0527964,FRAY 1,176,405,161,-441
1,4,0.0528196,FRAY 1,176,405,162,-445
1,4,0.0528541,FRAY 1,176,405,163,-449
-1,4,0.0528602,FRAY 1,176,405,162,-453
-1,3,0.0528893,FRAY 1,176,405,161,-456
-1,4,0.0529067,FRAY 1,176,405,160,-460
-1,4,0.0529415,FRAY 1,176,405,159,-464
-1,4,0.0529647,FRAY 1,176,405,158,-468
-1,3,0.0529995,FRAY 1,176,405,157,-471
-1,4,0.0530112,FRAY 1,176,405,156,-475
-1,4,0.0530402,FRAY 1,176,405,155,-479
-1,4,0.0530692,FRAY 1,176,405,154,-483
-1,3,0.0530808,FRAY 1,176,405,153,-486
-1,3,0.0531156,FRAY 1,176,405,152,-489
1,3,0.0531389,FRAY 1,176,405,153,-492
1,3,0.0531621,FRAY 1,176,405,154,-495
