deltaX,deltaY,WHEN,SYLLABLE,XofButton,YofButton,XofTrace,YofTrace
-2,-1,0.132609,Yield,0,0,-2,1
-3,-1,0.132615,Yield,0,0,-5,2
-3,-1,0.132638,Yield,0,0,-8,3
-3,-1,0.132673,Yield,0,0,-11,4
-2,-1,0.132737,Yield,0,0,-13,5
-2,-1,0.132748,Yield,0,0,-15,6
-2,-1,0.132766,Yield,0,0,-17,7
-2,-1,0.132807,Yield,0,0,-19,8
-2,-1,0.132853,Yield,0,0,-21,9
-2,-1,0.132888,Yield,0,0,-23,10
-3,1,0.132998,Yield,0,0,-26,9
-4,1,0.133021,Yield,0,0,-30,8
-3,1,0.133056,Yield,0,0,-33,7
-4,1,0.133091,Yield,0,0,-37,6
-4,2,0.13312,Yield,0,0,-41,4
-7,2,0.133143,Yield,0,0,-48,2
-4,2,0.133172,Yield,0,0,-52,0
-4,2,0.133201,Yield,0,0,-56,-2
-4,2,0.13323,Yield,0,0,-60,-4
-3,3,0.133242,Yield,0,0,-63,-7
-4,3,0.133259,Yield,0,0,-67,-10
-4,3,0.133294,Yield,0,0,-71,-13
-3,4,0.133328,Yield,0,0,-74,-17
-4,3,0.133352,Yield,0,0,-78,-20
-4,4,0.133375,Yield,0,0,-82,-24
-4,4,0.133387,Yield,0,0,-86,-28
-3,4,0.133404,Yield,0,0,-89,-32
-4,3,0.133439,Yield,0,0,-93,-35
-4,4,0.133471,Yield,0,0,-97,-39
-4,4,0.133503,Yield,0,0,-101,-43
-3,3,0.133509,Yield,0,0,-104,-46
-4,3,0.133532,Yield,0,0,-108,-49
-3,1,0.133561,Yield,0,0,-111,-50
-3,1,0.13359,Yield,0,0,-114,-51
-2,1,0.133625,Yield,0,0,-116,-52
-2,1,0.13366,Yield,0,0,-118,-53
-1,-1,0.134206,Yield,0,0,-119,-52
-1,-4,0.13424,Yield,0,0,-120,-48
-4,-2,0.134264,Yield,0,0,-124,-46
-2,-3,0.134293,Yield,0,0,-126,-43
-1,-2,0.134327,Yield,0,0,-127,-41
-2,-3,0.134356,Yield,0,0,-129,-38
-2,-3,0.134362,Yield,0,0,-131,-35
-2,-3,0.134385,Yield,0,0,-133,-32
-2,-3,0.134415,Yield,0,0,-135,-29
-2,-3,0.134449,Yield,0,0,-137,-26
-2,-2,0.134478,Yield,0,0,-139,-24
-2,-3,0.13449,Yield,0,0,-141,-21
-1,-3,0.134513,Yield,0,0,-142,-18
-2,-3,0.134536,Yield,0,0,-144,-15
-2,-3,0.134571,Yield,0,0,-146,-12
-3,-2,0.1346,Yield,0,0,-149,-10
