dX,dY,WHEN,SYLLABLE,X,Y,cX,cY
-1,1,0.0488688,FRAY 1,205,338,-107,-12
-1,2,0.0488954,FRAY 1,205,338,-108,-14
-1,1,0.0489244,FRAY 1,205,338,-109,-15
-1,2,0.0489593,FRAY 1,205,338,-110,-17
-1,3,0.0489883,FRAY 1,205,338,-111,-20
-2,3,0.0489941,FRAY 1,205,338,-113,-23
-2,3,0.0490289,FRAY 1,205,338,-115,-26
-2,4,0.0490638,FRAY 1,205,338,-117,-30
-1,3,0.0490928,FRAY 1,205,338,-118,-33
-2,4,0.0491102,FRAY 1,205,338,-120,-37
-3,4,0.0491218,FRAY 1,205,338,-123,-41
-3,4,0.0491508,FRAY 1,205,338,-126,-45
-3,3,0.0491741,FRAY 1,205,338,-129,-48
-3,4,0.0492031,FRAY 1,205,338,-132,-52
-1,4,0.0492379,FRAY 1,205,338,-133,-56
-2,4,0.0492611,FRAY 1,205,338,-135,-60
-2,3,0.0492669,FRAY 1,205,338,-137,-63
-1,4,0.0493018,FRAY 1,205,338,-138,-67
-1,4,0.049325,FRAY 1,205,338,-139,-71
-1,4,0.0493598,FRAY 1,205,338,-140,-75
1,3,0.0493888,FRAY 1,205,338,-139,-78
1,4,0.0494005,FRAY 1,205,338,-138,-82
2,4,0.0494237,FRAY 1,205,338,-136,-86
2,4,0.0494469,FRAY 1,205,338,-134,-90
2,3,0.0494759,FRAY 1,205,338,-132,-93
3,4,0.0495107,FRAY 1,205,338,-129,-97
3,4,0.0495398,FRAY 1,205,338,-126,-101
3,4,0.0495514,FRAY 1,205,338,-123,-105
3,3,0.0495746,FRAY 1,205,338,-120,-108
2,4,0.0495978,FRAY 1,205,338,-118,-112
3,4,0.0496268,FRAY 1,205,338,-115,-116
3,4,0.0496617,FRAY 1,205,338,-112,-120
3,3,0.0496849,FRAY 1,205,338,-109,-123
3,4,0.0497023,FRAY 1,205,338,-106,-127
3,4,0.0497255,FRAY 1,205,338,-103,-131
1,4,0.0497546,FRAY 1,205,338,-102,-135
2,3,0.0497894,FRAY 1,205,338,-100,-138
2,4,0.0498126,FRAY 1,205,338,-98,-142
2,4,0.0498474,FRAY 1,205,338,-96,-146
2,4,0.0498532,FRAY 1,205,338,-94,-150
2,3,0.0498765,FRAY 1,205,338,-92,-153
2,4,0.0499113,FRAY 1,205,338,-90,-157
1,4,0.0499403,FRAY 1,205,338,-89,-161
2,4,0.0499751,FRAY 1,205,338,-87,-165
2,7,0.0500042,FRAY 1,205,338,-85,-172
5,4,0.0500216,FRAY 1,205,338,-80,-176
3,4,0.0500448,FRAY 1,205,338,-77,-180
3,3,0.0500854,FRAY 1,205,338,-74,-183
2,4,0.0501203,FRAY 1,205,338,-72,-187
3,4,0.0501319,FRAY 1,205,338,-69,-191
3,4,0.0501493,FRAY 1,205,338,-66,-195
3,3,0.0501725,FRAY 1,205,338,-63,-198
3,4,0.0501957,FRAY 1,205,338,-60,-202
2,4,0.0502306,FRAY 1,205,338,-58,-206
3,4,0.0502597,FRAY 1,205,338,-55,-210
3,7,0.0503002,FRAY 1,205,338,-52,-217
6,4,0.0503277,FRAY 1,205,338,-46,-221
2,4,0.0503525,FRAY 1,205,338,-44,-225
3,3,0.0503815,FRAY 1,205,338,-41,-228
3,4,0.0504163,FRAY 1,205,338,-38,-232
3,4,0.0504454,FRAY 1,205,338,-35,-236
3,4,0.050457,FRAY 1,205,338,-32,-240
3,3,0.0504802,FRAY 1,205,338,-29,-243
2,4,0.0505034,FRAY 1,205,338,-27,-247
3,4,0.0505266,FRAY 1,205,338,-24,-251
3,4,0.0505615,FRAY 1,205,338,-21,-255
3,3,0.0505673,FRAY 1,205,338,-18,-258
3,4,0.0505963,FRAY 1,205,338,-15,-262
2,4,0.0506253,FRAY 1,205,338,-13,-266
3,4,0.0506485,FRAY 1,205,338,-10,-270
3,3,0.0506776,FRAY 1,205,338,-7,-273
3,4,0.0507124,FRAY 1,205,338,-4,-277
3,4,0.0507182,FRAY 1,205,338,-1,-281
2,4,0.050753,FRAY 1,205,338,1,-285
3,3,0.0507762,FRAY 1,205,338,4,-288
3,4,0.0508053,FRAY 1,205,338,7,-292
3,4,0.0508227,FRAY 1,205,338,10,-296
3,4,0.0508575,FRAY 1,205,338,13,-300
3,3,0.0508691,FRAY 1,205,338,16,-303
2,4,0.0508923,FRAY 1,205,338,18,-307
3,4,0.0509272,FRAY 1,205,338,21,-311
3,4,0.0509562,FRAY 1,205,338,24,-315
3,3,0.0509794,FRAY 1,205,338,27,-318
3,4,0.0510084,FRAY 1,205,338,30,-322
2,4,0.05102,FRAY 1,205,338,32,-326
3,4,0.0510463,FRAY 1,205,338,35,-330
3,3,0.0510781,FRAY 1,205,338,38,-333
3,4,0.0511013,FRAY 1,205,338,41,-337
3,4,0.051142,FRAY 1,205,338,44,-341
2,4,0.0511594,FRAY 1,205,338,46,-345
3,3,0.051171,FRAY 1,205,338,49,-348
3,4,0.0512,FRAY 1,205,338,52,-352
3,4,0.051229,FRAY 1,205,338,55,-356
3,4,0.0512522,FRAY 1,205,338,58,-360
2,3,0.0512871,FRAY 1,205,338,60,-363
3,4,0.0513045,FRAY 1,205,338,63,-367
3,4,0.0513277,FRAY 1,205,338,66,-371
3,4,0.0513509,FRAY 1,205,338,69,-375
3,3,0.0513741,FRAY 1,205,338,72,-378
3,4,0.0514032,FRAY 1,205,338,75,-382
2,4,0.051438,FRAY 1,205,338,77,-386
3,4,0.0514728,FRAY 1,205,338,80,-390
3,3,0.0514786,FRAY 1,205,338,83,-393
3,4,0.0515135,FRAY 1,205,338,86,-397
3,4,0.0515251,FRAY 1,205,338,89,-401
2,4,0.0515599,FRAY 1,205,338,91,-405
3,3,0.0515889,FRAY 1,205,338,94,-408
3,4,0.0516238,FRAY 1,205,338,97,-412
3,4,0.0516296,FRAY 1,205,338,100,-416
3,4,0.0516528,FRAY 1,205,338,103,-420
2,3,0.0516876,FRAY 1,205,338,105,-423
3,4,0.0517166,FRAY 1,205,338,108,-427
3,4,0.0517399,FRAY 1,205,338,111,-431
3,4,0.0517573,FRAY 1,205,338,114,-435
3,2,0.0517747,FRAY 1,205,338,117,-437
3,3,0.0517979,FRAY 1,205,338,120,-440
2,2,0.0518327,FRAY 1,205,338,122,-442
2,2,0.0518676,FRAY 1,205,338,124,-444
1,1,0.0519024,FRAY 1,205,338,125,-445
-3,1,0.0520591,FRAY 1,205,338,122,-446
-4,1,0.0520824,FRAY 1,205,338,118,-447
-4,1,0.052123,FRAY 1,205,338,114,-448
-2,1,0.052152,FRAY 1,205,338,112,-449
-2,1,0.0521752,FRAY 1,205,338,110,-450
-1,1,0.0522101,FRAY 1,205,338,109,-451
-1,1,0.0522333,FRAY 1,205,338,108,-452
-1,1,0.0522971,FRAY 1,205,338,107,-453
-1,-2,0.0652771,SAN- 2,271,398,106,-451
1,-2,0.0652945,SAN- 2,271,398,107,-449
1,-1,0.0653293,SAN- 2,271,398,108,-448
1,-2,0.0653584,SAN- 2,271,398,109,-446
1,-1,0.0653932,SAN- 2,271,398,110,-445
1,-1,0.065399,SAN- 2,271,398,111,-444
1,-1,0.0654222,SAN- 2,271,398,112,-443
1,1,0.0654803,SAN- 2,271,398,113,-444
1,1,0.0655093,SAN- 2,271,398,114,-445
1,1,0.0655499,SAN- 2,271,398,115,-446
1,1,0.0655732,SAN- 2,271,398,116,-447
1,1,0.0657276,SAN- 2,271,398,117,-448
1,1,0.0657531,SAN- 2,271,398,118,-449
1,2,0.0657937,SAN- 2,271,398,119,-451
1,3,0.0657995,SAN- 2,271,398,120,-454
1,3,0.0658228,SAN- 2,271,398,121,-457
1,3,0.0658576,SAN- 2,271,398,122,-460
1,3,0.0658808,SAN- 2,271,398,123,-463
1,1,0.0659098,SAN- 2,271,398,124,-464
1,2,0.0659447,SAN- 2,271,398,125,-466
1,3,0.0659505,SAN- 2,271,398,126,-469
1,3,0.0659737,SAN- 2,271,398,127,-472
1,3,0.0660085,SAN- 2,271,398,128,-475
1,3,0.0660317,SAN- 2,271,398,129,-478
2,2,0.0660666,SAN- 2,271,398,131,-480
2,4,0.0660898,SAN- 2,271,398,133,-484
2,4,0.0661014,SAN- 2,271,398,135,-488
3,3,0.0661304,SAN- 2,271,398,138,-491
3,2,0.0661537,SAN- 2,271,398,141,-493
2,3,0.0661827,SAN- 2,271,398,143,-496
3,2,0.0662059,SAN- 2,271,398,146,-498
3,1,0.0662407,SAN- 2,271,398,149,-499
3,-1,0.0662814,SAN- 2,271,398,152,-498
2,-1,0.0663104,SAN- 2,271,398,154,-497
3,-1,0.0663452,SAN- 2,271,398,157,-496
3,-1,0.0663616,SAN- 2,271,398,160,-495
3,1,0.0664555,SAN- 2,271,398,163,-496
3,1,0.0664961,SAN- 2,271,398,166,-497
3,1,0.0665136,SAN- 2,271,398,169,-498
3,1,0.0665426,SAN- 2,271,398,172,-499
3,1,0.06656,SAN- 2,271,398,175,-500
2,1,0.0665774,SAN- 2,271,398,177,-501
3,1,0.0666006,SAN- 2,271,398,180,-502
3,2,0.0666297,SAN- 2,271,398,183,-504
3,2,0.0666645,SAN- 2,271,398,186,-506
3,2,0.0666935,SAN- 2,271,398,189,-508
2,1,0.0667051,SAN- 2,271,398,191,-509
3,2,0.0667341,SAN- 2,271,398,194,-511
2,2,0.0667516,SAN- 2,271,398,196,-513
3,2,0.0667864,SAN- 2,271,398,199,-515
3,2,0.0668154,SAN- 2,271,398,202,-517
3,1,0.0668444,SAN- 2,271,398,205,-518
3,2,0.0668561,SAN- 2,271,398,208,-520
2,2,0.0668793,SAN- 2,271,398,210,-522
3,2,0.0669025,SAN- 2,271,398,213,-524
3,3,0.0669373,SAN- 2,271,398,216,-527
3,3,0.0669663,SAN- 2,271,398,219,-530
3,3,0.0670012,SAN- 2,271,398,222,-533
2,2,0.067007,SAN- 2,271,398,224,-535
3,3,0.0670302,SAN- 2,271,398,227,-538
3,3,0.0670534,SAN- 2,271,398,230,-541
2,3,0.0670766,SAN- 2,271,398,232,-544
2,3,0.0671173,SAN- 2,271,398,234,-547
2,2,0.0671289,SAN- 2,271,398,236,-549
2,3,0.0671579,SAN- 2,271,398,238,-552
1,3,0.0671869,SAN- 2,271,398,239,-555
2,3,0.0671985,SAN- 2,271,398,241,-558
2,3,0.0672218,SAN- 2,271,398,243,-561
2,2,0.0672566,SAN- 2,271,398,245,-563
2,3,0.067274,SAN- 2,271,398,247,-566
2,3,0.067303,SAN- 2,271,398,249,-569
2,3,0.0673263,SAN- 2,271,398,251,-572
2,2,0.067361,SAN- 2,271,398,253,-574
1,2,0.0673843,SAN- 2,271,398,254,-576
1,2,0.0674075,SAN- 2,271,398,255,-578
1,1,0.0674249,SAN- 2,271,398,256,-579
1,2,0.0674482,SAN- 2,271,398,257,-581
1,1,0.0674772,SAN- 2,271,398,258,-582
1,1,0.067512,SAN- 2,271,398,259,-583
1,1,0.080045,-TIA- 3,139,489,260,-584
-1,2,0.0801124,-TIA- 3,139,489,259,-586
-2,2,0.0801437,-TIA- 3,139,489,257,-588
-1,2,0.0801669,-TIA- 3,139,489,256,-590
-3,3,0.0801727,-TIA- 3,139,489,253,-593
-3,2,0.0802016,-TIA- 3,139,489,250,-595
-3,3,0.0802307,-TIA- 3,139,489,247,-598
-4,4,0.080254,-TIA- 3,139,489,243,-602
-3,4,0.0802946,-TIA- 3,139,489,240,-606
-4,4,0.0803062,-TIA- 3,139,489,236,-610
-4,3,0.0803236,-TIA- 3,139,489,232,-613
-4,4,0.0803585,-TIA- 3,139,489,228,-617
-3,4,0.0803759,-TIA- 3,139,489,225,-621
-4,4,0.0804165,-TIA- 3,139,489,221,-625
-4,3,0.0804339,-TIA- 3,139,489,217,-628
-4,4,0.0804571,-TIA- 3,139,489,213,-632
-3,4,0.0804804,-TIA- 3,139,489,210,-636
-4,4,0.0805094,-TIA- 3,139,489,206,-640
-4,3,0.08055,-TIA- 3,139,489,202,-643
-4,4,0.0805674,-TIA- 3,139,489,198,-647
-3,4,0.0805907,-TIA- 3,139,489,195,-651
-3,4,0.0806081,-TIA- 3,139,489,192,-655
-3,3,0.0806313,-TIA- 3,139,489,189,-658
-3,3,0.0806607,-TIA- 3,139,489,186,-661
-2,3,0.080701,-TIA- 3,139,489,184,-664
-1,2,0.0807126,-TIA- 3,139,489,183,-666
-2,2,0.0807532,-TIA- 3,139,489,181,-668
-1,1,0.080759,-TIA- 3,139,489,180,-669
-2,1,0.0810028,-TIA- 3,139,489,178,-670
-2,3,0.0810318,-TIA- 3,139,489,176,-673
-3,2,0.0810667,-TIA- 3,139,489,173,-675
-2,2,0.0810899,-TIA- 3,139,489,171,-677
-2,2,0.0811189,-TIA- 3,139,489,169,-679
-2,2,0.0811421,-TIA- 3,139,489,167,-681
-2,2,0.081177,-TIA- 3,139,489,165,-683
-2,3,0.0811828,-TIA- 3,139,489,163,-686
-2,3,0.0812176,-TIA- 3,139,489,161,-689
-2,3,0.0812408,-TIA- 3,139,489,159,-692
-1,3,0.081264,-TIA- 3,139,489,158,-695
-2,2,0.0812873,-TIA- 3,139,489,156,-697
-2,2,0.0813279,-TIA- 3,139,489,154,-699
-2,2,0.0813337,-TIA- 3,139,489,152,-701
-2,2,0.0813685,-TIA- 3,139,489,150,-703
-1,2,0.0813917,-TIA- 3,139,489,149,-705
-3,1,0.0814208,-TIA- 3,139,489,146,-706
-2,1,0.0814672,-TIA- 3,139,489,144,-707
-2,1,0.0814846,-TIA- 3,139,489,142,-708
-2,1,0.0815078,-TIA- 3,139,489,140,-709
-1,1,0.0815427,-TIA- 3,139,489,139,-710
-2,1,0.0815717,-TIA- 3,139,489,137,-711
-1,-1,0.0838473,-TIA- 3,139,489,136,-710
-1,-1,0.0838705,-TIA- 3,139,489,135,-709
-2,-1,0.0838995,-TIA- 3,139,489,133,-708
-2,-2,0.0839241,-TIA- 3,139,489,131,-706
-3,-3,0.0839576,-TIA- 3,139,489,128,-703
-3,-3,0.083975,-TIA- 3,139,489,125,-700
-3,-3,0.0839982,-TIA- 3,139,489,122,-697
-4,-2,0.0840214,-TIA- 3,139,489,118,-695
-4,-2,0.0840562,-TIA- 3,139,489,114,-693
-4,-1,0.0840795,-TIA- 3,139,489,110,-692
-3,-1,0.0841085,-TIA- 3,139,489,107,-691
-4,-1,0.0841259,-TIA- 3,139,489,103,-690
-1,-1,0.0941163,GO 4,183,400,102,-689
-1,-1,0.0941743,GO 4,183,400,101,-688
1,-1,0.0941801,GO 4,183,400,102,-687
1,-2,0.094215,GO 4,183,400,103,-685
1,-1,0.0942382,GO 4,183,400,104,-684
1,-2,0.0942614,GO 4,183,400,105,-682
2,-2,0.0942846,GO 4,183,400,107,-680
2,-2,0.0943253,GO 4,183,400,109,-678
2,-2,0.0943369,GO 4,183,400,111,-676
2,-2,0.0943601,GO 4,183,400,113,-674
2,-2,0.0943891,GO 4,183,400,115,-672
2,-2,0.0944239,GO 4,183,400,117,-670
2,-1,0.0944298,GO 4,183,400,119,-669
1,-2,0.0944646,GO 4,183,400,120,-667
2,-2,0.0944878,GO 4,183,400,122,-665
2,-2,0.094511,GO 4,183,400,124,-663
2,-2,0.09454,GO 4,183,400,126,-661
2,-2,0.0945749,GO 4,183,400,128,-659
2,-2,0.0945807,GO 4,183,400,130,-657
3,-2,0.0946039,GO 4,183,400,133,-655
2,-1,0.0946387,GO 4,183,400,135,-654
3,-2,0.094662,GO 4,183,400,138,-652
3,-3,0.094691,GO 4,183,400,141,-649
3,-3,0.0947084,GO 4,183,400,144,-646
3,-3,0.0947432,GO 4,183,400,147,-643
2,-3,0.0947548,GO 4,183,400,149,-640
3,-2,0.0947897,GO 4,183,400,152,-638
3,-3,0.0948245,GO 4,183,400,155,-635
3,-3,0.0948593,GO 4,183,400,158,-632
3,-3,0.0948651,GO 4,183,400,161,-629
2,-2,0.0949,GO 4,183,400,163,-627
1,-2,0.0949116,GO 4,183,400,164,-625
2,-1,0.0949464,GO 4,183,400,166,-624
2,-2,0.0949754,GO 4,183,400,168,-622
2,-2,0.0950102,GO 4,183,400,170,-620
2,-2,0.0950161,GO 4,183,400,172,-618
2,-1,0.0950393,GO 4,183,400,174,-617
2,-1,0.0950625,GO 4,183,400,176,-616
2,-1,0.0950973,GO 4,183,400,178,-615
1,-1,0.0951263,GO 4,183,400,179,-614
2,-1,0.0951612,GO 4,183,400,181,-613
1,-1,0.0953934,GO 4,183,400,182,-612
1,-1,0.0954572,GO 4,183,400,183,-611
1,-4,0.0954979,GO 4,183,400,184,-607
2,-2,0.0955295,GO 4,183,400,186,-605
1,-2,0.0955443,GO 4,183,400,187,-603
1,-1,0.0955791,GO 4,183,400,188,-602
1,-1,0.0956082,GO 4,183,400,189,-601
1,-1,0.095643,GO 4,183,400,190,-600
1,-1,0.0959549,GO 4,183,400,191,-599
-2,-2,0.0959782,GO 4,183,400,189,-597
-2,-2,0.0960087,GO 4,183,400,187,-595
-2,-2,0.0960261,GO 4,183,400,185,-593
-3,-1,0.0960493,GO 4,183,400,182,-592
-3,-2,0.0960726,GO 4,183,400,179,-590
-3,-2,0.0961074,GO 4,183,400,176,-588
-3,-2,0.0961306,GO 4,183,400,173,-586
-2,-2,0.0961596,GO 4,183,400,171,-584
-3,-1,0.0961945,GO 4,183,400,168,-583
-2,-1,0.0962003,GO 4,183,400,166,-582
-2,-1,0.0962293,GO 4,183,400,164,-581
-1,-1,0.0962525,GO 4,183,400,163,-580
-1,-1,0.0964772,GO 4,183,400,162,-579
-1,-1,0.0964905,GO 4,183,400,161,-578
-1,-1,0.0965137,GO 4,183,400,160,-577
-1,-1,0.0965486,GO 4,183,400,159,-576
-1,-1,0.0966066,GO 4,183,400,158,-575
-1,-1,0.0966298,GO 4,183,400,157,-574
-1,-1,0.110701,FRAY 5,197,309,156,-573
-1,-1,0.110748,FRAY 5,197,309,155,-572
1,-1,0.110777,FRAY 5,197,309,156,-571
1,-1,0.110797,FRAY 5,197,309,157,-570
1,-1,0.110852,FRAY 5,197,309,158,-569
1,-1,0.110887,FRAY 5,197,309,159,-568
-1,-1,0.111276,FRAY 5,197,309,158,-567
-1,-1,0.111299,FRAY 5,197,309,157,-566
-1,-1,0.111357,FRAY 5,197,309,156,-565
-1,-1,0.11138,FRAY 5,197,309,155,-564
-1,-1,0.111415,FRAY 5,197,309,154,-563
-1,-1,0.111427,FRAY 5,197,309,153,-562
-1,-1,0.111485,FRAY 5,197,309,152,-561
-1,-1,0.111519,FRAY 5,197,309,151,-560
-1,-1,0.111566,FRAY 5,197,309,150,-559
-1,-2,0.111583,FRAY 5,197,309,149,-557
-1,-1,0.111595,FRAY 5,197,309,148,-556
-1,-2,0.111624,FRAY 5,197,309,147,-554
-1,-3,0.111653,FRAY 5,197,309,146,-551
-1,-3,0.111676,FRAY 5,197,309,145,-548
-1,-3,0.111711,FRAY 5,197,309,144,-545
-1,-3,0.111723,FRAY 5,197,309,143,-542
-1,-2,0.11175,FRAY 5,197,309,142,-540
-2,-3,0.111775,FRAY 5,197,309,140,-537
-1,-3,0.111804,FRAY 5,197,309,139,-534
-2,-3,0.111839,FRAY 5,197,309,137,-531
-2,-3,0.111862,FRAY 5,197,309,135,-528
-2,-2,0.111896,FRAY 5,197,309,133,-526
-2,-3,0.111903,FRAY 5,197,309,131,-523
-3,-3,0.111926,FRAY 5,197,309,128,-520
-3,-3,0.111955,FRAY 5,197,309,125,-517
-1,-3,0.111972,FRAY 5,197,309,124,-514
-2,-2,0.111996,FRAY 5,197,309,122,-512
-2,-3,0.112036,FRAY 5,197,309,120,-509
-2,-3,0.112054,FRAY 5,197,309,118,-506
-2,-3,0.112077,FRAY 5,197,309,116,-503
-2,-3,0.112112,FRAY 5,197,309,114,-500
-2,-3,0.112141,FRAY 5,197,309,112,-497
-2,-2,0.112152,FRAY 5,197,309,110,-495
-2,-3,0.112187,FRAY 5,197,309,108,-492
-3,-3,0.112205,FRAY 5,197,309,105,-489
-3,-3,0.112222,FRAY 5,197,309,102,-486
-3,-3,0.112245,FRAY 5,197,309,99,-483
-3,-2,0.112274,FRAY 5,197,309,96,-481
-2,-3,0.112292,FRAY 5,197,309,94,-478
-2,-3,0.112315,FRAY 5,197,309,92,-475
-2,-3,0.11235,FRAY 5,197,309,90,-472
-2,-3,0.112373,FRAY 5,197,309,88,-469
-2,-2,0.112396,FRAY 5,197,309,86,-467
-2,-3,0.11243,FRAY 5,197,309,84,-464
-2,-6,0.112466,FRAY 5,197,309,82,-458
-3,-3,0.112501,FRAY 5,197,309,79,-455
-1,-3,0.11253,FRAY 5,197,309,78,-452
-1,-2,0.112547,FRAY 5,197,309,77,-450
-1,-3,0.112576,FRAY 5,197,309,76,-447
-1,-3,0.112611,FRAY 5,197,309,75,-444
-1,-3,0.112617,FRAY 5,197,309,74,-441
-1,-3,0.11264,FRAY 5,197,309,73,-438
-1,-2,0.112675,FRAY 5,197,309,72,-436
-1,-3,0.112698,FRAY 5,197,309,71,-433
-1,-3,0.112727,FRAY 5,197,309,70,-430
-1,-3,0.112762,FRAY 5,197,309,69,-427
1,-3,0.112768,FRAY 5,197,309,70,-424
1,-2,0.112791,FRAY 5,197,309,71,-422
1,-3,0.112826,FRAY 5,197,309,72,-419
1,-3,0.112849,FRAY 5,197,309,73,-416
1,-3,0.112883,FRAY 5,197,309,74,-413
1,-3,0.112913,FRAY 5,197,309,75,-410
2,-3,0.112919,FRAY 5,197,309,77,-407
2,-2,0.112948,FRAY 5,197,309,79,-405
2,-3,0.112977,FRAY 5,197,309,81,-402
2,-3,0.113,FRAY 5,197,309,83,-399
2,-3,0.113041,FRAY 5,197,309,85,-396
2,-3,0.113046,FRAY 5,197,309,87,-393
2,-2,0.113075,FRAY 5,197,309,89,-391
1,-2,0.113087,FRAY 5,197,309,90,-389
2,-2,0.113122,FRAY 5,197,309,92,-387
2,-2,0.113157,FRAY 5,197,309,94,-385
2,-2,0.113186,FRAY 5,197,309,96,-383
2,-2,0.113197,FRAY 5,197,309,98,-381
2,-2,0.113218,FRAY 5,197,309,100,-379
2,-2,0.113244,FRAY 5,197,309,102,-377
2,-1,0.113273,FRAY 5,197,309,104,-376
1,-2,0.113308,FRAY 5,197,309,105,-374
2,-2,0.113337,FRAY 5,197,309,107,-372
2,-2,0.113348,FRAY 5,197,309,109,-370
2,-2,0.113371,FRAY 5,197,309,111,-368
2,-2,0.113395,FRAY 5,197,309,113,-366
2,-2,0.113418,FRAY 5,197,309,115,-364
2,-2,0.11345,FRAY 5,197,309,117,-362
2,-1,0.113488,FRAY 5,197,309,119,-361
1,-2,0.113499,FRAY 5,197,309,120,-359
2,-1,0.113522,FRAY 5,197,309,122,-358
2,-1,0.113546,FRAY 5,197,309,124,-357
2,-1,0.113569,FRAY 5,197,309,126,-356
1,-1,0.113604,FRAY 5,197,309,127,-355
1,-1,0.113633,FRAY 5,197,309,128,-354
1,-1,0.113673,FRAY 5,197,309,129,-353
1,-1,0.113697,FRAY 5,197,309,130,-352
1,-1,0.11372,FRAY 5,197,309,131,-351
1,-1,0.113755,FRAY 5,197,309,132,-350
1,-1,0.113784,FRAY 5,197,309,133,-349
2,1,0.1139,FRAY 5,197,309,135,-350
1,1,0.11394,FRAY 5,197,309,136,-351
2,1,0.113969,FRAY 5,197,309,138,-352
2,1,0.114004,FRAY 5,197,309,140,-353
2,2,0.114016,FRAY 5,197,309,142,-355
2,2,0.114051,FRAY 5,197,309,144,-357
2,2,0.114074,FRAY 5,197,309,146,-359
2,2,0.11408,FRAY 5,197,309,148,-361
1,2,0.114109,FRAY 5,197,309,149,-363
2,2,0.114132,FRAY 5,197,309,151,-365
2,1,0.114167,FRAY 5,197,309,153,-366
2,2,0.11419,FRAY 5,197,309,155,-368
2,1,0.114213,FRAY 5,197,309,157,-369
1,1,0.114231,FRAY 5,197,309,158,-370
1,1,0.114265,FRAY 5,197,309,159,-371
1,1,0.114486,FRAY 5,197,309,160,-372
1,1,0.114515,FRAY 5,197,309,161,-373
1,1,0.114556,FRAY 5,197,309,162,-374
1,1,0.11459,FRAY 5,197,309,163,-375
1,1,0.114654,FRAY 5,197,309,164,-376
1,-1,0.125068,SAN- 6,89,311,165,-375
1,-1,0.125121,SAN- 6,89,311,166,-374
1,-1,0.125138,SAN- 6,89,311,167,-373
-1,1,0.125608,SAN- 6,89,311,166,-374
-1,1,0.125637,SAN- 6,89,311,165,-375
-2,1,0.125665,SAN- 6,89,311,163,-376
-2,1,0.125701,SAN- 6,89,311,161,-377
-3,1,0.125736,SAN- 6,89,311,158,-378
-2,1,0.125765,SAN- 6,89,311,156,-379
-4,1,0.125788,SAN- 6,89,311,152,-380
-4,1,0.125817,SAN- 6,89,311,148,-381
-4,1,0.125846,SAN- 6,89,311,144,-382
-3,1,0.125864,SAN- 6,89,311,141,-383
-4,1,0.125887,SAN- 6,89,311,137,-384
-4,1,0.125921,SAN- 6,89,311,133,-385
-4,1,0.125933,SAN- 6,89,311,129,-386
-3,-1,0.126212,SAN- 6,89,311,126,-385
-3,-1,0.126247,SAN- 6,89,311,123,-384
-3,-1,0.12627,SAN- 6,89,311,120,-383
-2,1,0.126433,SAN- 6,89,311,118,-384
