dX,dY,WHEN,SYLLABLE,X,Y,cX,cY
-3,1,0.126462,SAN- 6,89,311,115,-385
-4,1,0.126471,SAN- 6,89,311,111,-386
-4,1,0.126502,SAN- 6,89,311,107,-387
-4,1,0.12652,SAN- 6,89,311,103,-388
-3,2,0.126549,SAN- 6,89,311,100,-390
-4,2,0.126566,SAN- 6,89,311,96,-392
-4,1,0.126613,SAN- 6,89,311,92,-393
-4,3,0.126624,SAN- 6,89,311,88,-396
-3,3,0.126647,SAN- 6,89,311,85,-399
-4,3,0.126671,SAN- 6,89,311,81,-402
-4,2,0.126705,SAN- 6,89,311,77,-404
-3,1,0.126735,SAN- 6,89,311,74,-405
-1,-1,0.127071,SAN- 6,89,311,73,-404
-1,-1,0.127106,SAN- 6,89,311,72,-403
-1,-1,0.127135,SAN- 6,89,311,71,-402
1,-1,0.140521,-TIA- 7,166,199,72,-401
1,-1,0.140574,-TIA- 7,166,199,73,-400
1,-1,0.140591,-TIA- 7,166,199,74,-399
1,-1,0.140626,-TIA- 7,166,199,75,-398
1,-1,0.140649,-TIA- 7,166,199,76,-397
1,-1,0.140713,-TIA- 7,166,199,77,-396
1,-1,0.140725,-TIA- 7,166,199,78,-395
1,-1,0.141781,-TIA- 7,166,199,79,-394
1,-1,0.141827,-TIA- 7,166,199,80,-393
1,-1,0.141845,-TIA- 7,166,199,81,-392
-1,-1,0.141903,-TIA- 7,166,199,80,-391
-1,-2,0.141932,-TIA- 7,166,199,79,-389
-1,-2,0.141944,-TIA- 7,166,199,78,-387
-1,-2,0.141967,-TIA- 7,166,199,77,-385
-1,-2,0.141996,-TIA- 7,166,199,76,-383
-2,-1,0.142019,-TIA- 7,166,199,74,-382
-2,-2,0.142054,-TIA- 7,166,199,72,-380
-2,-2,0.142083,-TIA- 7,166,199,70,-378
-2,-2,0.142095,-TIA- 7,166,199,68,-376
-2,-2,0.142112,-TIA- 7,166,199,66,-374
-1,-2,0.142141,-TIA- 7,166,199,65,-372
-2,-2,0.142164,-TIA- 7,166,199,63,-370
-2,-2,0.142199,-TIA- 7,166,199,61,-368
-1,-1,0.142228,-TIA- 7,166,199,60,-367
-1,-2,0.14224,-TIA- 7,166,199,59,-365
-1,-2,0.142263,-TIA- 7,166,199,58,-363
-1,-3,0.142292,-TIA- 7,166,199,57,-360
-1,-3,0.142309,-TIA- 7,166,199,56,-357
-1,-3,0.142344,-TIA- 7,166,199,55,-354
-1,-2,0.142373,-TIA- 7,166,199,54,-352
-1,-3,0.142385,-TIA- 7,166,199,53,-349
-1,-3,0.142408,-TIA- 7,166,199,52,-346
-1,-3,0.142431,-TIA- 7,166,199,51,-343
-1,-3,0.142472,-TIA- 7,166,199,50,-340
-1,-3,0.142483,-TIA- 7,166,199,49,-337
-1,-2,0.142524,-TIA- 7,166,199,48,-335
-1,-3,0.142536,-TIA- 7,166,199,47,-332
-1,-3,0.142559,-TIA- 7,166,199,46,-329
1,-3,0.142588,-TIA- 7,166,199,47,-326
1,-3,0.142623,-TIA- 7,166,199,48,-323
1,-2,0.142646,-TIA- 7,166,199,49,-321
2,-3,0.142681,-TIA- 7,166,199,51,-318
2,-3,0.142687,-TIA- 7,166,199,53,-315
2,-3,0.14271,-TIA- 7,166,199,55,-312
2,-3,0.142745,-TIA- 7,166,199,57,-309
2,-2,0.142774,-TIA- 7,166,199,59,-307
2,-3,0.14278,-TIA- 7,166,199,61,-304
2,-6,0.142838,-TIA- 7,166,199,63,-298
3,-3,0.142861,-TIA- 7,166,199,66,-295
2,-3,0.142896,-TIA- 7,166,199,68,-292
2,-2,0.142919,-TIA- 7,166,199,70,-290
2,-3,0.142936,-TIA- 7,166,199,72,-287
2,-6,0.142988,-TIA- 7,166,199,74,-281
4,-3,0.143012,-TIA- 7,166,199,78,-278
2,-2,0.143047,-TIA- 7,166,199,80,-276
3,-3,0.14307,-TIA- 7,166,199,83,-273
3,-3,0.143087,-TIA- 7,166,199,86,-270
3,-3,0.14311,-TIA- 7,166,199,89,-267
3,-3,0.143139,-TIA- 7,166,199,92,-264
2,-2,0.143168,-TIA- 7,166,199,94,-262
3,-3,0.143197,-TIA- 7,166,199,97,-259
3,-3,0.143221,-TIA- 7,166,199,100,-256
3,-3,0.143238,-TIA- 7,166,199,103,-253
3,-3,0.143261,-TIA- 7,166,199,106,-250
2,-3,0.143296,-TIA- 7,166,199,108,-247
3,-2,0.143325,-TIA- 7,166,199,111,-245
3,-3,0.143348,-TIA- 7,166,199,114,-242
3,-3,0.143372,-TIA- 7,166,199,117,-239
3,-3,0.143406,-TIA- 7,166,199,120,-236
2,-3,0.143412,-TIA- 7,166,199,122,-233
1,-1,0.143435,-TIA- 7,166,199,123,-232
2,-2,0.14347,-TIA- 7,166,199,125,-230
2,-2,0.143499,-TIA- 7,166,199,127,-228
2,-2,0.143528,-TIA- 7,166,199,129,-226
2,-2,0.143552,-TIA- 7,166,199,131,-224
2,-2,0.143564,-TIA- 7,166,199,133,-222
2,-2,0.143592,-TIA- 7,166,199,135,-220
2,-2,0.143621,-TIA- 7,166,199,137,-218
1,-1,0.143644,-TIA- 7,166,199,138,-217
2,-2,0.143685,-TIA- 7,166,199,140,-215
2,-2,0.143697,-TIA- 7,166,199,142,-213
2,-2,0.14372,-TIA- 7,166,199,144,-211
2,-2,0.143743,-TIA- 7,166,199,146,-209
2,-2,0.143766,-TIA- 7,166,199,148,-207
2,-1,0.143807,-TIA- 7,166,199,150,-206
2,-1,0.143824,-TIA- 7,166,199,152,-205
1,-1,0.143865,-TIA- 7,166,199,153,-204
2,-1,0.143871,-TIA- 7,166,199,155,-203
1,-1,0.143929,-TIA- 7,166,199,156,-202
2,-1,0.144706,-TIA- 7,166,199,158,-201
1,-1,0.14473,-TIA- 7,166,199,159,-200
1,-1,0.144765,-TIA- 7,166,199,160,-199
2,-1,0.157739,GO 8,326,169,162,-198
3,-1,0.157768,GO 8,326,169,165,-197
2,-1,0.157785,GO 8,326,169,167,-196
3,-1,0.157809,GO 8,326,169,170,-195
3,-1,0.157832,GO 8,326,169,173,-194
3,-1,0.157855,GO 8,326,169,176,-193
3,-1,0.15789,GO 8,326,169,179,-192
2,-1,0.157919,GO 8,326,169,181,-191
3,1,0.157983,GO 8,326,169,184,-192
3,1,0.158006,GO 8,326,169,187,-193
3,-1,0.15811,GO 8,326,169,190,-192
3,-1,0.158134,GO 8,326,169,193,-191
3,-1,0.158169,GO 8,326,169,196,-190
2,-1,0.158192,GO 8,326,169,198,-189
3,-1,0.158227,GO 8,326,169,201,-188
3,-1,0.158256,GO 8,326,169,204,-187
3,-1,0.15847,GO 8,326,169,207,-186
3,-1,0.158505,GO 8,326,169,210,-185
3,-1,0.158528,GO 8,326,169,213,-184
3,-1,0.158552,GO 8,326,169,216,-183
3,-2,0.158575,GO 8,326,169,219,-181
2,-2,0.158592,GO 8,326,169,221,-179
3,-1,0.158621,GO 8,326,169,224,-178
3,-2,0.15865,GO 8,326,169,227,-176
3,-2,0.158685,GO 8,326,169,230,-174
3,-2,0.158703,GO 8,326,169,233,-172
2,-1,0.15872,GO 8,326,169,235,-171
3,-1,0.158743,GO 8,326,169,238,-170
3,-1,0.158778,GO 8,326,169,241,-169
3,-1,0.158807,GO 8,326,169,244,-168
3,-1,0.158813,GO 8,326,169,247,-167
2,-1,0.158854,GO 8,326,169,249,-166
3,-1,0.158871,GO 8,326,169,252,-165
3,-1,0.158894,GO 8,326,169,255,-164
3,-1,0.158917,GO 8,326,169,258,-163
2,-1,0.158952,GO 8,326,169,260,-162
3,-1,0.158981,GO 8,326,169,263,-161
3,-1,0.158993,GO 8,326,169,266,-160
3,-1,0.159022,GO 8,326,169,269,-159
3,-1,0.159068,GO 8,326,169,272,-158
2,-1,0.159103,GO 8,326,169,274,-157
3,-1,0.159138,GO 8,326,169,277,-156
3,-1,0.159927,GO 8,326,169,280,-155
3,-1,0.159958,GO 8,326,169,283,-154
3,-1,0.159985,GO 8,326,169,286,-153
3,-1,0.160022,GO 8,326,169,289,-152
2,-1,0.160032,GO 8,326,169,291,-151
3,-1,0.160055,GO 8,326,169,294,-150
3,-1,0.16009,GO 8,326,169,297,-149
3,-1,0.160102,GO 8,326,169,300,-148
3,-1,0.160136,GO 8,326,169,303,-147
2,-1,0.160165,GO 8,326,169,305,-146
3,-1,0.160183,GO 8,326,169,308,-145
3,-1,0.160212,GO 8,326,169,311,-144
2,-1,0.160653,GO 8,326,169,313,-143
2,-1,0.160665,GO 8,326,169,315,-142
1,-1,0.160688,GO 8,326,169,316,-141
1,-1,0.160711,GO 8,326,169,317,-140
1,-1,0.160746,GO 8,326,169,318,-139
1,1,0.16092,GO 8,326,169,319,-140
1,1,0.160961,GO 8,326,169,320,-141
1,1,0.161019,GO 8,326,169,321,-142
1,1,0.161042,GO 8,326,169,322,-143
1,1,0.161065,GO 8,326,169,323,-144
1,1,0.161083,GO 8,326,169,324,-145
1,1,0.161135,GO 8,326,169,325,-146
1,1,0.161158,GO 8,326,169,326,-147
