dX,dY,WHEN,SYLLABLE,X,Y,cX,cY
2,4,0.0506892,FRAY 1,264,187,129,-142
3,4,0.050724,FRAY 1,264,187,132,-146
3,3,0.0507298,FRAY 1,264,187,135,-149
2,4,0.050753,FRAY 1,264,187,137,-153
1,4,0.0507878,FRAY 1,264,187,138,-157
1,7,0.0508343,FRAY 1,264,187,139,-164
-3,2,0.0508633,FRAY 1,264,187,136,-166
-5,-4,0.0508923,FRAY 1,264,187,131,-162
-13,-5,0.0508981,FRAY 1,264,187,118,-157
-7,-3,0.0509272,FRAY 1,264,187,111,-154
-15,4,0.0509562,FRAY 1,264,187,96,-158
-17,-1,0.0509852,FRAY 1,264,187,79,-157
-13,3,0.0510142,FRAY 1,264,187,66,-160
-6,3,0.0510375,FRAY 1,264,187,60,-163
-1,3,0.0510665,FRAY 1,264,187,59,-166
-3,1,0.0510839,FRAY 1,264,187,56,-167
-3,8,0.0511071,FRAY 1,264,187,53,-175
-5,3,0.051142,FRAY 1,264,187,48,-178
-3,4,0.051171,FRAY 1,264,187,45,-182
-2,4,0.0511942,FRAY 1,264,187,43,-186
-2,4,0.0512232,FRAY 1,264,187,41,-190
-2,3,0.0512348,FRAY 1,264,187,39,-193
-2,3,0.051258,FRAY 1,264,187,37,-196
-1,2,0.0512813,FRAY 1,264,187,36,-198
-1,2,0.0513219,FRAY 1,264,187,35,-200
-1,1,0.0513567,FRAY 1,264,187,34,-201
-1,1,0.0513858,FRAY 1,264,187,33,-202
-1,1,0.0514206,FRAY 1,264,187,32,-203
-1,-2,0.0517121,FRAY 1,264,187,31,-201
2,-3,0.0517224,FRAY 1,264,187,33,-198
2,-3,0.0517399,FRAY 1,264,187,35,-195
2,-4,0.0517515,FRAY 1,264,187,37,-191
2,-6,0.0517805,FRAY 1,264,187,39,-185
5,-6,0.0518037,FRAY 1,264,187,44,-179
5,-2,0.0518173,FRAY 1,264,187,49,-177
3,-3,0.0518327,FRAY 1,264,187,52,-174
1,-2,0.0518444,FRAY 1,264,187,53,-172
2,-3,0.0518676,FRAY 1,264,187,55,-169
3,-1,0.0518834,FRAY 1,264,187,58,-168
1,-1,0.0519082,FRAY 1,264,187,59,-167
1,-1,0.0521535,FRAY 1,264,187,60,-166
1,-1,0.0521694,FRAY 1,264,187,61,-165
-1,-1,0.052181,FRAY 1,264,187,60,-164
-1,-3,0.0522043,FRAY 1,264,187,59,-161
2,-2,0.0522217,FRAY 1,264,187,61,-159
3,-2,0.0522333,FRAY 1,264,187,64,-157
4,-2,0.0522449,FRAY 1,264,187,68,-155
5,-4,0.0522739,FRAY 1,264,187,73,-151
13,1,0.0523088,FRAY 1,264,187,86,-152
23,5,0.0523436,FRAY 1,264,187,109,-157
13,3,0.0523784,FRAY 1,264,187,122,-160
5,1,0.0526396,FRAY 1,264,187,127,-161
7,3,0.0526687,FRAY 1,264,187,134,-164
18,5,0.0526803,FRAY 1,264,187,152,-169
10,13,0.0527093,FRAY 1,264,187,162,-182
22,9,0.0527383,FRAY 1,264,187,184,-191
10,1,0.0530344,FRAY 1,264,187,194,-192
5,4,0.0530423,FRAY 1,264,187,199,-196
6,4,0.0530576,FRAY 1,264,187,205,-200
7,5,0.0530654,FRAY 1,264,187,212,-205
6,15,0.0530982,FRAY 1,264,187,218,-220
15,9,0.0531098,FRAY 1,264,187,233,-229
8,23,0.0531389,FRAY 1,264,187,241,-252
15,3,0.0534639,FRAY 1,264,187,256,-255
6,5,0.0534756,FRAY 1,264,187,262,-260
6,6,0.053493,FRAY 1,264,187,268,-266
6,9,0.0535104,FRAY 1,264,187,274,-275
6,10,0.053522,FRAY 1,264,187,280,-285
7,12,0.0535283,FRAY 1,264,187,287,-297
5,4,0.0538877,FRAY 1,264,187,292,-301
4,5,0.0539051,FRAY 1,264,187,296,-306
4,5,0.0539167,FRAY 1,264,187,300,-311
4,6,0.0539319,FRAY 1,264,187,304,-317
6,15,0.0539574,FRAY 1,264,187,310,-332
14,14,0.0539864,FRAY 1,264,187,324,-346
14,1,0.0542824,FRAY 1,264,187,338,-347
4,2,0.0542999,FRAY 1,264,187,342,-349
5,4,0.0543231,FRAY 1,264,187,347,-353
8,3,0.0543579,FRAY 1,264,187,355,-356
2,1,0.0543869,FRAY 1,264,187,357,-357
3,1,0.054399,FRAY 1,264,187,360,-358
1,1,0.0544102,FRAY 1,264,187,361,-359
1,2,0.0546598,FRAY 1,264,187,362,-361
1,4,0.054683,FRAY 1,264,187,363,-365
2,2,0.0547004,FRAY 1,264,187,365,-367
1,3,0.0547236,FRAY 1,264,187,366,-370
1,1,0.0547527,FRAY 1,264,187,367,-371
1,2,0.055022,FRAY 1,264,187,368,-373
1,3,0.0550429,FRAY 1,264,187,369,-376
1,4,0.0550719,FRAY 1,264,187,370,-380
1,1,0.0550893,FRAY 1,264,187,371,-381
1,1,0.0550951,FRAY 1,264,187,372,-382
1,1,0.055159,FRAY 1,264,187,373,-383
1,3,0.0552144,FRAY 1,264,187,374,-386
1,1,0.0552229,FRAY 1,264,187,375,-387
1,2,0.0552461,FRAY 1,264,187,376,-389
1,1,0.0553506,FRAY 1,264,187,377,-390
1,1,0.055368,FRAY 1,264,187,378,-391
1,2,0.055397,FRAY 1,264,187,379,-393
1,1,0.0557337,FRAY 1,264,187,380,-394
