deltaX,deltaY,WHEN,SYLLABLE,XofButton,YofButton,XofTrace,YofTrace
0,-1,0.0335006,Yield,0,0,0,1
1,-1,0.0335064,Yield,0,0,1,2
2,-1,0.0335354,Yield,0,0,3,3
2,-1,0.0335819,Yield,0,0,5,4
1,-2,0.0336167,Yield,0,0,6,6
4,-1,0.0336399,Yield,0,0,10,7
1,1,0.033756,Yield,0,0,11,6
1,1,0.0337792,Yield,0,0,12,5
-2,1,0.0342901,Yield,0,0,10,4
-2,1,0.0343133,Yield,0,0,8,3
-2,2,0.0343307,Yield,0,0,6,1
-3,2,0.0343539,Yield,0,0,3,-1
-3,3,0.0343888,Yield,0,0,0,-4
-4,6,0.034412,Yield,0,0,-4,-10
-7,4,0.0344236,Yield,0,0,-11,-14
-4,4,0.0344468,Yield,0,0,-15,-18
-4,3,0.0344758,Yield,0,0,-19,-21
-3,4,0.0344758,Yield,0,0,-22,-25
-4,4,0.0344932,Yield,0,0,-26,-29
-4,4,0.0345281,Yield,0,0,-30,-33
-4,3,0.0345513,Yield,0,0,-34,-36
-3,3,0.0345629,Yield,0,0,-37,-39
-4,6,0.0345919,Yield,0,0,-41,-45
-8,2,0.0346093,Yield,0,0,-49,-47
-3,2,0.0346384,Yield,0,0,-52,-49
-4,2,0.0346732,Yield,0,0,-56,-51
-4,1,0.0347022,Yield,0,0,-60,-52
-4,-1,0.0347951,Yield,0,0,-64,-51
-4,-1,0.0348183,Yield,0,0,-68,-50
-4,-1,0.0348415,Yield,0,0,-72,-49
-4,-1,0.0348706,Yield,0,0,-76,-48
-3,-1,0.0348764,Yield,0,0,-79,-47
-4,-1,0.0348996,Yield,0,0,-83,-46
-4,-1,0.034917,Yield,0,0,-87,-45
-4,-1,0.0349402,Yield,0,0,-91,-44
-8,1,0.0350157,Yield,0,0,-99,-45
-3,1,0.0350331,Yield,0,0,-102,-46
-4,1,0.0350563,Yield,0,0,-106,-47
-4,1,0.0350795,Yield,0,0,-110,-48
-4,1,0.0350912,Yield,0,0,-114,-49
-3,1,0.0351086,Yield,0,0,-117,-50
-4,1,0.0351202,Yield,0,0,-121,-51
-4,1,0.0351782,Yield,0,0,-125,-52
-3,1,0.0351898,Yield,0,0,-128,-53
-4,-1,0.0352166,Yield,0,0,-132,-52
-4,-1,0.0352421,Yield,0,0,-136,-51
-3,-1,0.0352653,Yield,0,0,-139,-50
-4,-2,0.0352885,Yield,0,0,-143,-48
-4,-2,0.0353001,Yield,0,0,-147,-46
-4,-2,0.0353234,Yield,0,0,-151,-44
-3,-2,0.0353408,Yield,0,0,-154,-42
-4,-3,0.0353582,Yield,0,0,-158,-39
-4,-3,0.0353698,Yield,0,0,-162,-36
-4,-5,0.0354104,Yield,0,0,-166,-31
-7,-3,0.0354278,Yield,0,0,-173,-28
-4,-3,0.0354569,Yield,0,0,-177,-25
-4,-3,0.0354917,Yield,0,0,-181,-22
-3,-2,0.0354975,Yield,0,0,-184,-20
-4,-3,0.0355207,Yield,0,0,-188,-17
-4,-2,0.0355381,Yield,0,0,-192,-15
-4,-2,0.0355614,Yield,0,0,-196,-13
-3,-3,0.0355904,Yield,0,0,-199,-10
-7,-1,0.0356136,Yield,0,0,-206,-9
-2,1,0.0356833,Yield,0,0,-208,-10
-2,2,0.0357065,Yield,0,0,-210,-12
-1,2,0.0357355,Yield,0,0,-211,-14
1,2,0.0357471,Yield,0,0,-210,-16
2,1,0.035782,Yield,0,0,-208,-17
1,2,0.035811,Yield,0,0,-207,-19
3,2,0.0358284,Yield,0,0,-204,-21
3,2,0.0358516,Yield,0,0,-201,-23
3,2,0.0358748,Yield,0,0,-198,-25
3,2,0.0359097,Yield,0,0,-195,-27
3,2,0.0359396,Yield,0,0,-192,-29
2,2,0.0359793,Yield,0,0,-190,-31
6,1,0.0360025,Yield,0,0,-184,-32
3,1,0.0360316,Yield,0,0,-181,-33
3,1,0.0360606,Yield,0,0,-178,-34
2,1,0.0360664,Yield,0,0,-176,-35
3,2,0.036107,Yield,0,0,-173,-37
3,2,0.0361244,Yield,0,0,-170,-39
3,2,0.0361593,Yield,0,0,-167,-41
3,2,0.0361883,Yield,0,0,-164,-43
2,2,0.0362057,Yield,0,0,-162,-45
3,2,0.0362289,Yield,0,0,-159,-47
3,3,0.0362522,Yield,0,0,-156,-50
3,3,0.036287,Yield,0,0,-153,-53
3,3,0.0363102,Yield,0,0,-150,-56
3,3,0.0363508,Yield,0,0,-147,-59
2,2,0.0363566,Yield,0,0,-145,-61
