deltaX,deltaY,WHEN,SYLLABLE,XofButton,YofButton,XofTrace,YofTrace
-1,1,0.0889905,Yield,0,0,-1,-1
-1,1,0.0890137,Yield,0,0,-2,-2
-1,1,0.0890485,Yield,0,0,-3,-3
-2,1,0.0890776,Yield,0,0,-5,-4
-2,2,0.0891124,Yield,0,0,-7,-6
-3,2,0.0891226,Yield,0,0,-10,-8
-3,2,0.089142,Yield,0,0,-13,-10
-2,2,0.0891762,Yield,0,0,-15,-12
-4,2,0.0891937,Yield,0,0,-19,-14
-4,2,0.0892053,Yield,0,0,-23,-16
-4,1,0.0892459,Yield,0,0,-27,-17
-3,1,0.0892517,Yield,0,0,-30,-18
-4,1,0.0892749,Yield,0,0,-34,-19
-4,2,0.0893504,Yield,0,0,-38,-21
-7,1,0.0893811,Yield,0,0,-45,-22
-4,1,0.0894142,Yield,0,0,-49,-23
-1,1,0.10352,FRAY 1,397,420,-50,-24
-1,1,0.103565,FRAY 1,397,420,-51,-25
-1,2,0.103619,FRAY 1,397,420,-52,-27
-1,2,0.103648,FRAY 1,397,420,-53,-29
1,4,0.103683,FRAY 1,397,420,-52,-33
1,1,0.103724,FRAY 1,397,420,-51,-34
1,2,0.103753,FRAY 1,397,420,-50,-36
1,2,0.103787,FRAY 1,397,420,-49,-38
1,2,0.103805,FRAY 1,397,420,-48,-40
2,3,0.103811,FRAY 1,397,420,-46,-43
2,3,0.103834,FRAY 1,397,420,-44,-46
2,3,0.103869,FRAY 1,397,420,-42,-49
2,2,0.103909,FRAY 1,397,420,-40,-51
2,3,0.103941,FRAY 1,397,420,-38,-54
2,6,0.103973,FRAY 1,397,420,-36,-60
3,3,0.103996,FRAY 1,397,420,-33,-63
2,2,0.10402,FRAY 1,397,420,-31,-65
2,3,0.104049,FRAY 1,397,420,-29,-68
2,3,0.104083,FRAY 1,397,420,-27,-71
2,3,0.104092,FRAY 1,397,420,-25,-74
3,3,0.104118,FRAY 1,397,420,-22,-77
2,2,0.104153,FRAY 1,397,420,-20,-79
3,3,0.104176,FRAY 1,397,420,-17,-82
3,3,0.104205,FRAY 1,397,420,-14,-85
3,3,0.104234,FRAY 1,397,420,-11,-88
3,3,0.104246,FRAY 1,397,420,-8,-91
2,3,0.104269,FRAY 1,397,420,-6,-94
3,2,0.104298,FRAY 1,397,420,-3,-96
3,3,0.104333,FRAY 1,397,420,0,-99
3,3,0.104339,FRAY 1,397,420,3,-102
3,3,0.104374,FRAY 1,397,420,6,-105
3,3,0.104403,FRAY 1,397,420,9,-108
2,2,0.10442,FRAY 1,397,420,11,-110
3,3,0.104449,FRAY 1,397,420,14,-113
3,3,0.104484,FRAY 1,397,420,17,-116
3,3,0.10449,FRAY 1,397,420,20,-119
3,3,0.104513,FRAY 1,397,420,23,-122
2,2,0.104548,FRAY 1,397,420,25,-124
3,3,0.104577,FRAY 1,397,420,28,-127
3,6,0.104623,FRAY 1,397,420,31,-133
6,3,0.104652,FRAY 1,397,420,37,-136
2,3,0.104669,FRAY 1,397,420,39,-139
3,2,0.104699,FRAY 1,397,420,42,-141
3,3,0.104734,FRAY 1,397,420,45,-144
3,3,0.104745,FRAY 1,397,420,48,-147
3,3,0.104774,FRAY 1,397,420,51,-150
2,3,0.104803,FRAY 1,397,420,53,-153
3,2,0.104835,FRAY 1,397,420,56,-155
3,3,0.104867,FRAY 1,397,420,59,-158
3,6,0.104902,FRAY 1,397,420,62,-164
6,3,0.104925,FRAY 1,397,420,68,-167
2,2,0.104954,FRAY 1,397,420,70,-169
3,3,0.104989,FRAY 1,397,420,73,-172
3,3,0.105001,FRAY 1,397,420,76,-175
3,3,0.105018,FRAY 1,397,420,79,-178
3,3,0.105053,FRAY 1,397,420,82,-181
2,3,0.105082,FRAY 1,397,420,84,-184
3,2,0.105117,FRAY 1,397,420,87,-186
3,3,0.105123,FRAY 1,397,420,90,-189
3,3,0.105157,FRAY 1,397,420,93,-192
3,3,0.105181,FRAY 1,397,420,96,-195
2,3,0.105204,FRAY 1,397,420,98,-198
3,2,0.105238,FRAY 1,397,420,101,-200
3,3,0.105262,FRAY 1,397,420,104,-203
3,3,0.105268,FRAY 1,397,420,107,-206
3,3,0.105294,FRAY 1,397,420,110,-209
3,3,0.105326,FRAY 1,397,420,113,-212
2,2,0.105361,FRAY 1,397,420,115,-214
3,3,0.105384,FRAY 1,397,420,118,-217
3,3,0.105395,FRAY 1,397,420,121,-220
3,3,0.105424,FRAY 1,397,420,124,-223
3,3,0.105448,FRAY 1,397,420,127,-226
2,3,0.105477,FRAY 1,397,420,129,-229
3,2,0.105511,FRAY 1,397,420,132,-231
3,3,0.10554,FRAY 1,397,420,135,-234
3,3,0.105558,FRAY 1,397,420,138,-237
3,3,0.105575,FRAY 1,397,420,141,-240
2,3,0.105599,FRAY 1,397,420,143,-243
3,2,0.105628,FRAY 1,397,420,146,-245
3,3,0.105662,FRAY 1,397,420,149,-248
3,3,0.105691,FRAY 1,397,420,152,-251
3,3,0.105703,FRAY 1,397,420,155,-254
3,3,0.105726,FRAY 1,397,420,158,-257
2,2,0.105755,FRAY 1,397,420,160,-259
3,6,0.105796,FRAY 1,397,420,163,-265
6,3,0.105831,FRAY 1,397,420,169,-268
3,3,0.105854,FRAY 1,397,420,172,-271
2,3,0.105877,FRAY 1,397,420,174,-274
3,2,0.105912,FRAY 1,397,420,177,-276
3,3,0.105941,FRAY 1,397,420,180,-279
3,3,0.105953,FRAY 1,397,420,183,-282
3,3,0.105976,FRAY 1,397,420,186,-285
2,3,0.106017,FRAY 1,397,420,188,-288
3,2,0.10604,FRAY 1,397,420,191,-290
3,3,0.106063,FRAY 1,397,420,194,-293
3,3,0.10608,FRAY 1,397,420,197,-296
3,3,0.106104,FRAY 1,397,420,200,-299
2,3,0.106127,FRAY 1,397,420,202,-302
3,2,0.106156,FRAY 1,397,420,205,-304
3,3,0.106196,FRAY 1,397,420,208,-307
3,6,0.106231,FRAY 1,397,420,211,-313
6,3,0.10626,FRAY 1,397,420,217,-316
2,3,0.106278,FRAY 1,397,420,219,-319
3,2,0.106313,FRAY 1,397,420,222,-321
3,3,0.106347,FRAY 1,397,420,225,-324
3,3,0.106376,FRAY 1,397,420,228,-327
3,3,0.106382,FRAY 1,397,420,231,-330
2,3,0.106405,FRAY 1,397,420,233,-333
3,2,0.106437,FRAY 1,397,420,236,-335
3,6,0.106481,FRAY 1,397,420,239,-341
6,3,0.10651,FRAY 1,397,420,245,-344
2,3,0.106533,FRAY 1,397,420,247,-347
3,2,0.106566,FRAY 1,397,420,250,-349
3,3,0.106597,FRAY 1,397,420,253,-352
3,3,0.106609,FRAY 1,397,420,256,-355
3,3,0.10662,FRAY 1,397,420,259,-358
3,3,0.106655,FRAY 1,397,420,262,-361
2,3,0.106684,FRAY 1,397,420,264,-364
3,2,0.106701,FRAY 1,397,420,267,-366
3,3,0.106736,FRAY 1,397,420,270,-369
3,3,0.106748,FRAY 1,397,420,273,-372
3,3,0.106765,FRAY 1,397,420,276,-375
2,3,0.1068,FRAY 1,397,420,278,-378
3,2,0.106829,FRAY 1,397,420,281,-380
3,3,0.106864,FRAY 1,397,420,284,-383
3,3,0.106881,FRAY 1,397,420,287,-386
3,3,0.106893,FRAY 1,397,420,290,-389
2,3,0.106922,FRAY 1,397,420,292,-392
3,2,0.106945,FRAY 1,397,420,295,-394
3,3,0.106974,FRAY 1,397,420,298,-397
3,3,0.107009,FRAY 1,397,420,301,-400
3,3,0.107021,FRAY 1,397,420,304,-403
2,3,0.10705,FRAY 1,397,420,306,-406
3,3,0.107073,FRAY 1,397,420,309,-409
3,2,0.107096,FRAY 1,397,420,312,-411
3,3,0.107127,FRAY 1,397,420,315,-414
3,3,0.10716,FRAY 1,397,420,318,-417
3,3,0.107195,FRAY 1,397,420,321,-420
2,3,0.107201,FRAY 1,397,420,323,-423
3,2,0.10723,FRAY 1,397,420,326,-425
