dX,dY,WHEN,SYLLABLE,X,Y,cX,cY
2,3,0.0292513,FRAY 1,354,360,192,-375
2,3,0.0292746,FRAY 1,354,360,194,-378
2,3,0.0293036,FRAY 1,354,360,196,-381
2,2,0.0293268,FRAY 1,354,360,198,-383
2,2,0.0293616,FRAY 1,354,360,200,-385
1,2,0.0293907,FRAY 1,354,360,201,-387
1,1,0.0294023,FRAY 1,354,360,202,-388
1,1,0.0294255,FRAY 1,354,360,203,-389
1,2,0.0294835,FRAY 1,354,360,204,-391
1,2,0.0295126,FRAY 1,354,360,205,-393
1,2,0.0295416,FRAY 1,354,360,206,-395
1,2,0.0295532,FRAY 1,354,360,207,-397
1,2,0.0295764,FRAY 1,354,360,208,-399
2,3,0.0296112,FRAY 1,354,360,210,-402
2,3,0.0296345,FRAY 1,354,360,212,-405
2,3,0.0296635,FRAY 1,354,360,214,-408
1,3,0.0296867,FRAY 1,354,360,215,-411
2,2,0.0297041,FRAY 1,354,360,217,-413
2,3,0.0297273,FRAY 1,354,360,219,-416
2,2,0.0297506,FRAY 1,354,360,221,-418
2,2,0.0297912,FRAY 1,354,360,223,-420
1,2,0.0298144,FRAY 1,354,360,224,-422
1,2,0.0298376,FRAY 1,354,360,225,-424
1,2,0.0298551,FRAY 1,354,360,226,-426
1,2,0.0298783,FRAY 1,354,360,227,-428
1,1,0.0299015,FRAY 1,354,360,228,-429
1,2,0.0299363,FRAY 1,354,360,229,-431
1,2,0.0299712,FRAY 1,354,360,230,-433
1,2,0.0299944,FRAY 1,354,360,231,-435
1,2,0.0300118,FRAY 1,354,360,232,-437
1,3,0.030035,FRAY 1,354,360,233,-440
1,3,0.0300582,FRAY 1,354,360,234,-443
2,2,0.0300873,FRAY 1,354,360,236,-445
2,3,0.0301221,FRAY 1,354,360,238,-448
2,3,0.0301453,FRAY 1,354,360,240,-451
2,2,0.0301627,FRAY 1,354,360,242,-453
1,2,0.0301859,FRAY 1,354,360,243,-455
1,2,0.0302092,FRAY 1,354,360,244,-457
1,1,0.0302382,FRAY 1,354,360,245,-458
1,2,0.0302556,FRAY 1,354,360,246,-460
1,1,0.030302,FRAY 1,354,360,247,-461
1,1,0.0303137,FRAY 1,354,360,248,-462
1,1,0.0303369,FRAY 1,354,360,249,-463
1,1,0.0303949,FRAY 1,354,360,250,-464
1,2,0.0304065,FRAY 1,354,360,251,-466
1,2,0.0304588,FRAY 1,354,360,252,-468
1,2,0.0304646,FRAY 1,354,360,253,-470
1,1,0.0304878,FRAY 1,354,360,254,-471
1,2,0.030511,FRAY 1,354,360,255,-473
1,2,0.0305342,FRAY 1,354,360,256,-475
1,2,0.0305633,FRAY 1,354,360,257,-477
1,2,0.0305865,FRAY 1,354,360,258,-479
1,2,0.0306155,FRAY 1,354,360,259,-481
1,2,0.0306387,FRAY 1,354,360,260,-483
2,2,0.030662,FRAY 1,354,360,262,-485
2,1,0.0306852,FRAY 1,354,360,264,-486
2,2,0.03072,FRAY 1,354,360,266,-488
2,2,0.0307374,FRAY 1,354,360,268,-490
2,2,0.0307664,FRAY 1,354,360,270,-492
2,2,0.0307955,FRAY 1,354,360,272,-494
2,2,0.0308129,FRAY 1,354,360,274,-496
1,2,0.0308419,FRAY 1,354,360,275,-498
1,1,0.0308709,FRAY 1,354,360,276,-499
1,1,0.0309116,FRAY 1,354,360,277,-500
1,1,0.0310219,FRAY 1,354,360,278,-501
1,1,0.0310625,FRAY 1,354,360,279,-502
1,1,0.0310973,FRAY 1,354,360,280,-503
1,2,0.0311205,FRAY 1,354,360,281,-505
1,1,0.0311438,FRAY 1,354,360,282,-506
1,2,0.031167,FRAY 1,354,360,283,-508
1,2,0.0311902,FRAY 1,354,360,284,-510
1,2,0.0312134,FRAY 1,354,360,285,-512
1,2,0.0312415,FRAY 1,354,360,286,-514
1,2,0.0312715,FRAY 1,354,360,287,-516
1,1,0.0312947,FRAY 1,354,360,288,-517
1,1,0.0313295,FRAY 1,354,360,289,-518
1,1,0.0313685,FRAY 1,354,360,290,-519
1,1,0.0313934,FRAY 1,354,360,291,-520
1,1,0.0314224,FRAY 1,354,360,292,-521
2,2,0.0314572,FRAY 1,354,360,294,-523
2,2,0.0314805,FRAY 1,354,360,296,-525
2,2,0.0314979,FRAY 1,354,360,298,-527
2,1,0.0315211,FRAY 1,354,360,300,-528
2,2,0.0315443,FRAY 1,354,360,302,-530
1,2,0.0315733,FRAY 1,354,360,303,-532
2,2,0.0316082,FRAY 1,354,360,305,-534
2,2,0.0316372,FRAY 1,354,360,307,-536
2,2,0.0316488,FRAY 1,354,360,309,-538
3,1,0.031672,FRAY 1,354,360,312,-539
3,1,0.0316952,FRAY 1,354,360,315,-540
3,1,0.0317301,FRAY 1,354,360,318,-541
2,1,0.0317533,FRAY 1,354,360,320,-542
3,1,0.0318015,FRAY 1,354,360,323,-543
3,1,0.0318229,FRAY 1,354,360,326,-544
3,1,0.0318462,FRAY 1,354,360,329,-545
2,1,0.0318694,FRAY 1,354,360,331,-546
3,1,0.0319042,FRAY 1,354,360,334,-547
3,1,0.0319332,FRAY 1,354,360,337,-548
2,1,0.0319507,FRAY 1,354,360,339,-549
2,1,0.0319739,FRAY 1,354,360,341,-550
2,1,0.0320087,FRAY 1,354,360,343,-551
1,2,0.0320261,FRAY 1,354,360,344,-553
2,1,0.0320493,FRAY 1,354,360,346,-554
2,1,0.03209,FRAY 1,354,360,348,-555
2,1,0.0321016,FRAY 1,354,360,350,-556
2,1,0.0321306,FRAY 1,354,360,352,-557
2,1,0.0323744,FRAY 1,354,360,354,-558
2,1,0.0324093,FRAY 1,354,360,356,-559
1,1,0.0324325,FRAY 1,354,360,357,-560
2,1,0.0324557,FRAY 1,354,360,359,-561
2,1,0.0324905,FRAY 1,354,360,361,-562
2,2,0.0325312,FRAY 1,354,360,363,-564
4,1,0.0325602,FRAY 1,354,360,367,-565
2,1,0.0325834,FRAY 1,354,360,369,-566
1,1,0.0326415,FRAY 1,354,360,370,-567
2,1,0.0326705,FRAY 1,354,360,372,-568
2,1,0.0326821,FRAY 1,354,360,374,-569
2,1,0.0327184,FRAY 1,354,360,376,-570
2,1,0.0327343,FRAY 1,354,360,378,-571
2,1,0.0327634,FRAY 1,354,360,380,-572
1,1,0.0331755,FRAY 1,354,360,381,-573
1,1,0.0332103,FRAY 1,354,360,382,-574
-1,2,0.0332742,FRAY 1,354,360,381,-576
-1,2,0.03328,FRAY 1,354,360,380,-578
-1,2,0.0333032,FRAY 1,354,360,379,-580
-1,2,0.0333274,FRAY 1,354,360,378,-582
-1,3,0.0333539,FRAY 1,354,360,377,-585
-1,2,0.0333845,FRAY 1,354,360,376,-587
-2,3,0.0334193,FRAY 1,354,360,374,-590
-2,3,0.0334309,FRAY 1,354,360,372,-593
-2,3,0.03346,FRAY 1,354,360,370,-596
-2,4,0.0334832,FRAY 1,354,360,368,-600
-2,3,0.0335064,FRAY 1,354,360,366,-603
-2,4,0.0335354,FRAY 1,354,360,364,-607
-3,4,0.0335586,FRAY 1,354,360,361,-611
-3,4,0.0335877,FRAY 1,354,360,358,-615
-3,3,0.0336109,FRAY 1,354,360,355,-618
-3,4,0.0336283,FRAY 1,354,360,352,-622
-2,4,0.0336572,FRAY 1,354,360,350,-626
-3,3,0.0336863,FRAY 1,354,360,347,-629
-2,1,0.0337212,FRAY 1,354,360,345,-630
-1,2,0.0337502,FRAY 1,354,360,344,-632
-1,1,0.0337618,FRAY 1,354,360,343,-633
-1,1,0.033785,FRAY 1,354,360,342,-634
-1,1,0.0338141,FRAY 1,354,360,341,-635
-1,1,0.0338373,FRAY 1,354,360,340,-636
-1,1,0.0338721,FRAY 1,354,360,339,-637
-1,-1,0.034261,FRAY 1,354,360,338,-636
-1,-1,0.0342959,FRAY 1,354,360,337,-635
-1,-1,0.0343191,FRAY 1,354,360,336,-634
1,-2,0.0343365,FRAY 1,354,360,337,-632
2,-2,0.0343597,FRAY 1,354,360,339,-630
2,-2,0.0343829,FRAY 1,354,360,341,-628
2,-1,0.0344178,FRAY 1,354,360,343,-627
1,-1,0.034441,FRAY 1,354,360,344,-626
1,-1,0.0348532,FRAY 1,354,360,345,-625
1,-1,0.034888,FRAY 1,354,360,346,-624
1,-2,0.0349344,FRAY 1,354,360,347,-622
1,-2,0.0349576,FRAY 1,354,360,348,-620
1,-2,0.0349809,FRAY 1,354,360,349,-618
1,-2,0.0350076,FRAY 1,354,360,350,-616
2,-2,0.0350447,FRAY 1,354,360,352,-614
2,-2,0.0350563,FRAY 1,354,360,354,-612
2,-2,0.0350912,FRAY 1,354,360,356,-610
2,-1,0.0351144,FRAY 1,354,360,358,-609
2,-2,0.0351434,FRAY 1,354,360,360,-607
1,-2,0.0351608,FRAY 1,354,360,361,-605
2,-3,0.0351945,FRAY 1,354,360,363,-602
2,-3,0.0352131,FRAY 1,354,360,365,-599
2,-3,0.0352305,FRAY 1,354,360,367,-596
1,-1,0.0352653,FRAY 1,354,360,368,-595
1,-2,0.0352885,FRAY 1,354,360,369,-593
1,-2,0.0353292,FRAY 1,354,360,370,-591
1,-2,0.0353466,FRAY 1,354,360,371,-589
1,-2,0.035364,FRAY 1,354,360,372,-587
1,-2,0.0353872,FRAY 1,354,360,373,-585
1,-2,0.0354162,FRAY 1,354,360,374,-583
1,-2,0.0354395,FRAY 1,354,360,375,-581
1,-1,0.0354743,FRAY 1,354,360,376,-580
1,-2,0.0354882,FRAY 1,354,360,377,-578
1,-1,0.0355149,FRAY 1,354,360,378,-577
1,-1,0.0355381,FRAY 1,354,360,379,-576
1,-1,0.0355614,FRAY 1,354,360,380,-575
1,-1,0.0355938,FRAY 1,354,360,381,-574
-1,1,0.0402634,SAN- 2,246,374,380,-575
-1,1,0.040304,SAN- 2,246,374,379,-576
-1,1,0.0403215,SAN- 2,246,374,378,-577
-1,1,0.0403621,SAN- 2,246,374,377,-578
-2,1,0.0403679,SAN- 2,246,374,375,-579
-2,1,0.0403911,SAN- 2,246,374,373,-580
-2,2,0.0404143,SAN- 2,246,374,371,-582
-3,2,0.0404492,SAN- 2,246,374,368,-584
-2,3,0.0404724,SAN- 2,246,374,366,-587
-3,3,0.0405014,SAN- 2,246,374,363,-590
-3,3,0.0405188,SAN- 2,246,374,360,-593
-3,2,0.040542,SAN- 2,246,374,357,-595
-3,3,0.0405653,SAN- 2,246,374,354,-598
-3,3,0.0406001,SAN- 2,246,374,351,-601
-2,3,0.0406301,SAN- 2,246,374,349,-604
-3,3,0.0406581,SAN- 2,246,374,346,-607
-2,3,0.0406698,SAN- 2,246,374,344,-610
-2,2,0.040693,SAN- 2,246,374,342,-612
-2,3,0.040722,SAN- 2,246,374,340,-615
-2,2,0.040751,SAN- 2,246,374,338,-617
-1,2,0.0407859,SAN- 2,246,374,337,-619
-1,2,0.0408091,SAN- 2,246,374,336,-621
-1,2,0.0408265,SAN- 2,246,374,335,-623
-2,2,0.0408497,SAN- 2,246,374,333,-625
-2,1,0.0408729,SAN- 2,246,374,331,-626
-2,2,0.040902,SAN- 2,246,374,329,-628
-2,2,0.0409194,SAN- 2,246,374,327,-630
-3,2,0.0409658,SAN- 2,246,374,324,-632
-3,2,0.0409774,SAN- 2,246,374,321,-634
-2,2,0.0410006,SAN- 2,246,374,319,-636
-3,1,0.0410239,SAN- 2,246,374,316,-637
-3,1,0.0410529,SAN- 2,246,374,313,-638
-3,1,0.0410819,SAN- 2,246,374,310,-639
-3,-1,0.041169,SAN- 2,246,374,307,-638
-3,-1,0.0411922,SAN- 2,246,374,304,-637
-3,-1,0.041227,SAN- 2,246,374,301,-636
-2,-1,0.0412386,SAN- 2,246,374,299,-635
-3,-2,0.0412967,SAN- 2,246,374,296,-633
-4,-1,0.0413199,SAN- 2,246,374,292,-632
-1,-1,0.0413431,SAN- 2,246,374,291,-631
-2,1,0.0417146,SAN- 2,246,374,289,-632
-2,1,0.0417263,SAN- 2,246,374,287,-633
-1,1,0.0417437,SAN- 2,246,374,286,-634
-2,1,0.0417785,SAN- 2,246,374,284,-635
-2,1,0.0418017,SAN- 2,246,374,282,-636
-1,-1,0.0419294,SAN- 2,246,374,281,-635
-1,-1,0.0419527,SAN- 2,246,374,280,-634
-1,-1,0.0420107,SAN- 2,246,374,279,-633
-1,-1,0.0420223,SAN- 2,246,374,278,-632
-1,-1,0.0420513,SAN- 2,246,374,277,-631
-1,-1,0.0420746,SAN- 2,246,374,276,-630
-1,-1,0.0421152,SAN- 2,246,374,275,-629
-1,-1,0.0424461,SAN- 2,246,374,274,-628
-1,-2,0.0424809,SAN- 2,246,374,273,-626
-4,-1,0.0425041,SAN- 2,246,374,269,-625
-1,1,0.0565058,-TIA- 3,154,470,268,-626
-1,1,0.0565522,-TIA- 3,154,470,267,-627
-1,1,0.05658,-TIA- 3,154,470,266,-628
-2,1,0.0566102,-TIA- 3,154,470,264,-629
-2,2,0.0566335,-TIA- 3,154,470,262,-631
-2,2,0.0566567,-TIA- 3,154,470,260,-633
-1,2,0.0566915,-TIA- 3,154,470,259,-635
-2,2,0.0567089,-TIA- 3,154,470,257,-637
-2,2,0.0567322,-TIA- 3,154,470,255,-639
-2,3,0.0567612,-TIA- 3,154,470,253,-642
-2,3,0.0567844,-TIA- 3,154,470,251,-645
-2,3,0.0568076,-TIA- 3,154,470,249,-648
-2,3,0.0568424,-TIA- 3,154,470,247,-651
-2,1,0.0568755,-TIA- 3,154,470,245,-652
-1,2,0.0568831,-TIA- 3,154,470,244,-654
-2,2,0.0569121,-TIA- 3,154,470,242,-656
-2,1,0.0569411,-TIA- 3,154,470,240,-657
-2,1,0.0569702,-TIA- 3,154,470,238,-658
-2,-1,0.0571211,-TIA- 3,154,470,236,-657
-1,1,0.0572894,-TIA- 3,154,470,235,-658
-1,1,0.0573301,-TIA- 3,154,470,234,-659
-1,1,0.0573417,-TIA- 3,154,470,233,-660
-1,1,0.0573649,-TIA- 3,154,470,232,-661
-1,1,0.0573881,-TIA- 3,154,470,231,-662
-1,1,0.0574404,-TIA- 3,154,470,230,-663
-1,2,0.0574926,-TIA- 3,154,470,229,-665
-1,1,0.0575158,-TIA- 3,154,470,228,-666
-1,1,0.0575623,-TIA- 3,154,470,227,-667
-1,1,0.0575913,-TIA- 3,154,470,226,-668
-1,2,0.0576319,-TIA- 3,154,470,225,-670
-1,1,0.0576551,-TIA- 3,154,470,224,-671
-1,1,0.0577132,-TIA- 3,154,470,223,-672
-1,1,0.0577456,-TIA- 3,154,470,222,-673
-1,1,0.0577771,-TIA- 3,154,470,221,-674
-1,1,0.0577829,-TIA- 3,154,470,220,-675
-1,2,0.0578351,-TIA- 3,154,470,219,-677
-1,2,0.0578641,-TIA- 3,154,470,218,-679
-1,2,0.057899,-TIA- 3,154,470,217,-681
-1,2,0.0579106,-TIA- 3,154,470,216,-683
-1,2,0.0579396,-TIA- 3,154,470,215,-685
-1,2,0.0579628,-TIA- 3,154,470,214,-687
-1,1,0.057986,-TIA- 3,154,470,213,-688
-1,2,0.0580151,-TIA- 3,154,470,212,-690
-1,2,0.0580499,-TIA- 3,154,470,211,-692
-1,2,0.0580789,-TIA- 3,154,470,210,-694
-1,2,0.0580905,-TIA- 3,154,470,209,-696
-1,2,0.0581137,-TIA- 3,154,470,208,-698
-1,2,0.058137,-TIA- 3,154,470,207,-700
-1,2,0.058166,-TIA- 3,154,470,206,-702
-1,1,0.058195,-TIA- 3,154,470,205,-703
-1,2,0.058224,-TIA- 3,154,470,204,-705
-1,2,0.0582415,-TIA- 3,154,470,203,-707
-1,2,0.0582647,-TIA- 3,154,470,202,-709
-1,2,0.0582937,-TIA- 3,154,470,201,-711
-1,2,0.0583227,-TIA- 3,154,470,200,-713
-1,2,0.0583459,-TIA- 3,154,470,199,-715
-1,2,0.0583634,-TIA- 3,154,470,198,-717
-1,1,0.0583924,-TIA- 3,154,470,197,-718
-1,2,0.0584156,-TIA- 3,154,470,196,-720
-1,2,0.0584388,-TIA- 3,154,470,195,-722
-1,2,0.058462,-TIA- 3,154,470,194,-724
-1,2,0.0584969,-TIA- 3,154,470,193,-726
-1,2,0.0585143,-TIA- 3,154,470,192,-728
-1,2,0.0585607,-TIA- 3,154,470,191,-730
-1,2,0.0585665,-TIA- 3,154,470,190,-732
-1,1,0.0585898,-TIA- 3,154,470,189,-733
-1,2,0.0586188,-TIA- 3,154,470,188,-735
-1,2,0.0586478,-TIA- 3,154,470,187,-737
-1,2,0.0586826,-TIA- 3,154,470,186,-739
-1,2,0.0587117,-TIA- 3,154,470,185,-741
