deltaX,deltaY,WHEN,SYLLABLE,XofButton,YofButton,XofTrace,YofTrace
3,3,0.0402512,FRAY 1,301,167,159,-203
2,2,0.0402808,FRAY 1,301,167,161,-205
3,3,0.040304,FRAY 1,301,167,164,-208
3,6,0.0403505,FRAY 1,301,167,167,-214
6,2,0.0403853,FRAY 1,301,167,173,-216
2,2,0.0404085,FRAY 1,301,167,175,-218
3,2,0.0404434,FRAY 1,301,167,178,-220
3,1,0.0404956,FRAY 1,301,167,181,-221
3,1,0.0405072,FRAY 1,301,167,184,-222
2,1,0.0405304,FRAY 1,301,167,186,-223
3,1,0.0405595,FRAY 1,301,167,189,-224
3,-1,0.0407162,FRAY 1,301,167,192,-223
3,-1,0.0407278,FRAY 1,301,167,195,-222
3,-1,0.040751,FRAY 1,301,167,198,-221
3,-1,0.0407859,FRAY 1,301,167,201,-220
3,-1,0.0408323,FRAY 1,301,167,204,-219
3,-1,0.0408671,FRAY 1,301,167,207,-218
3,-1,0.0408961,FRAY 1,301,167,210,-217
3,-1,0.0409078,FRAY 1,301,167,213,-216
3,1,0.0415173,FRAY 1,301,167,216,-217
3,1,0.0415521,FRAY 1,301,167,219,-218
3,1,0.0415695,FRAY 1,301,167,222,-219
3,1,0.0416044,FRAY 1,301,167,225,-220
3,1,0.0416392,FRAY 1,301,167,228,-221
3,2,0.0416682,FRAY 1,301,167,231,-223
3,2,0.0416972,FRAY 1,301,167,234,-225
3,2,0.0417321,FRAY 1,301,167,237,-227
2,2,0.0417379,FRAY 1,301,167,239,-229
3,3,0.0417843,FRAY 1,301,167,242,-232
2,3,0.0417959,FRAY 1,301,167,244,-235
2,2,0.0418191,FRAY 1,301,167,246,-237
1,3,0.0418482,FRAY 1,301,167,247,-240
1,3,0.0418656,FRAY 1,301,167,248,-243
1,4,0.0418888,FRAY 1,301,167,249,-247
1,3,0.041912,FRAY 1,301,167,250,-250
1,4,0.0419468,FRAY 1,301,167,251,-254
1,4,0.0419701,FRAY 1,301,167,252,-258
1,4,0.0419933,FRAY 1,301,167,253,-262
2,3,0.0420165,FRAY 1,301,167,255,-265
2,3,0.0420397,FRAY 1,301,167,257,-268
2,3,0.0420629,FRAY 1,301,167,259,-271
2,3,0.0420978,FRAY 1,301,167,261,-274
1,3,0.042121,FRAY 1,301,167,262,-277
1,2,0.0421442,FRAY 1,301,167,263,-279
1,1,0.0421849,FRAY 1,301,167,264,-280
1,1,0.0421965,FRAY 1,301,167,265,-281
1,1,0.0422197,FRAY 1,301,167,266,-282
1,1,0.0422487,FRAY 1,301,167,267,-283
-1,-1,0.0517979,SAN- 2,101,124,266,-282
-2,-1,0.0518211,SAN- 2,101,124,264,-281
-2,-1,0.0518618,SAN- 2,101,124,262,-280
-1,-2,0.051885,SAN- 2,101,124,261,-278
-3,-2,0.0518966,SAN- 2,101,124,258,-276
-3,-2,0.0519198,SAN- 2,101,124,255,-274
-3,-2,0.0519488,SAN- 2,101,124,252,-272
-3,-1,0.0519721,SAN- 2,101,124,249,-271
-3,-2,0.0520069,SAN- 2,101,124,246,-269
-4,-4,0.0520475,SAN- 2,101,124,242,-265
-8,-3,0.0520707,SAN- 2,101,124,234,-262
-3,-3,0.052094,SAN- 2,101,124,231,-259
-4,-3,0.0521288,SAN- 2,101,124,227,-256
-4,-2,0.0521578,SAN- 2,101,124,223,-254
-4,-3,0.0521752,SAN- 2,101,124,219,-251
-3,-3,0.0521985,SAN- 2,101,124,216,-248
-4,-3,0.0522319,SAN- 2,101,124,212,-245
-4,-3,0.0522623,SAN- 2,101,124,208,-242
-4,-2,0.0522855,SAN- 2,101,124,204,-240
-3,-3,0.0523088,SAN- 2,101,124,201,-237
-4,-3,0.0523262,SAN- 2,101,124,197,-234
-4,-3,0.0523494,SAN- 2,101,124,193,-231
-4,-3,0.0523726,SAN- 2,101,124,189,-228
-3,-2,0.0524132,SAN- 2,101,124,186,-226
-4,-3,0.0524481,SAN- 2,101,124,182,-223
-4,-3,0.0524637,SAN- 2,101,124,178,-220
-4,-3,0.0524771,SAN- 2,101,124,174,-217
-3,-2,0.0525003,SAN- 2,101,124,171,-215
-4,-2,0.0525235,SAN- 2,101,124,167,-213
-4,-2,0.0525584,SAN- 2,101,124,163,-211
-4,-1,0.0526048,SAN- 2,101,124,159,-210
-3,-3,0.0526286,SAN- 2,101,124,156,-207
-8,-1,0.0526629,SAN- 2,101,124,148,-206
-4,-1,0.0526803,SAN- 2,101,124,144,-205
-4,1,0.0527848,SAN- 2,101,124,140,-206
-3,1,0.0528138,SAN- 2,101,124,137,-207
-4,1,0.0528486,SAN- 2,101,124,133,-208
-4,1,0.0528602,SAN- 2,101,124,129,-209
-4,1,0.0528776,SAN- 2,101,124,125,-210
-3,1,0.0529009,SAN- 2,101,124,122,-211
-4,1,0.0529357,SAN- 2,101,124,118,-212
-4,2,0.0529647,SAN- 2,101,124,114,-214
-4,1,0.0529995,SAN- 2,101,124,110,-215
-3,2,0.0530286,SAN- 2,101,124,107,-217
-8,1,0.0530634,SAN- 2,101,124,99,-218
-4,1,0.0530866,SAN- 2,101,124,95,-219
-3,1,0.0531156,SAN- 2,101,124,92,-220
-4,1,0.0531447,SAN- 2,101,124,88,-221
-4,2,0.0531853,SAN- 2,101,124,84,-223
-6,1,0.0532143,SAN- 2,101,124,78,-224
-3,1,0.0532407,SAN- 2,101,124,75,-225
-2,1,0.0532724,SAN- 2,101,124,73,-226
-2,1,0.0533304,SAN- 2,101,124,71,-227
-1,1,0.0533362,SAN- 2,101,124,70,-228
-3,-1,0.0539748,SAN- 2,101,124,67,-227
-4,-1,0.0540038,SAN- 2,101,124,63,-226
-4,-1,0.0540328,SAN- 2,101,124,59,-225
-4,-1,0.0540386,SAN- 2,101,124,55,-224
-4,-1,0.0540967,SAN- 2,101,124,51,-223
-4,-1,0.0541257,SAN- 2,101,124,47,-222
-4,-2,0.0541605,SAN- 2,101,124,43,-220
-3,-2,0.0541838,SAN- 2,101,124,40,-218
-4,-2,0.0541954,SAN- 2,101,124,36,-216
-4,-2,0.0542244,SAN- 2,101,124,32,-214
-3,-2,0.054265,SAN- 2,101,124,29,-212
-2,-2,0.0542883,SAN- 2,101,124,27,-210
-3,-1,0.0543115,SAN- 2,101,124,24,-209
-3,-2,0.0543199,SAN- 2,101,124,21,-207
-3,-2,0.0543463,SAN- 2,101,124,18,-205
-3,-2,0.0543695,SAN- 2,101,124,15,-203
-3,-1,0.0543985,SAN- 2,101,124,12,-202
-2,-1,0.0544334,SAN- 2,101,124,10,-201
-1,1,0.0550777,SAN- 2,101,124,9,-202
-1,1,0.0551358,SAN- 2,101,124,8,-203
-1,2,0.0551996,SAN- 2,101,124,7,-205
-1,1,0.0552693,SAN- 2,101,124,6,-206
1,1,0.0552867,SAN- 2,101,124,7,-207
1,1,0.0553099,SAN- 2,101,124,8,-208
1,1,0.0553273,SAN- 2,101,124,9,-209
1,1,0.0553854,SAN- 2,101,124,10,-210
1,1,0.0554144,SAN- 2,101,124,11,-211
1,1,0.0554318,SAN- 2,101,124,12,-212
2,1,0.0554609,SAN- 2,101,124,14,-213
1,1,0.0679358,-TIA- 3,242,494,15,-214
1,1,0.0679648,-TIA- 3,242,494,16,-215
1,2,0.0680287,-TIA- 3,242,494,17,-217
2,2,0.0680345,-TIA- 3,242,494,19,-219
2,3,0.0680635,-TIA- 3,242,494,21,-222
2,3,0.0680925,-TIA- 3,242,494,23,-225
2,3,0.0681273,-TIA- 3,242,494,25,-228
2,2,0.0681564,-TIA- 3,242,494,27,-230
3,3,0.068168,-TIA- 3,242,494,30,-233
3,4,0.0681912,-TIA- 3,242,494,33,-237
3,4,0.0682144,-TIA- 3,242,494,36,-241
3,3,0.0682434,-TIA- 3,242,494,39,-244
2,4,0.0682783,-TIA- 3,242,494,41,-248
3,3,0.0683073,-TIA- 3,242,494,44,-251
3,3,0.0683189,-TIA- 3,242,494,47,-254
3,3,0.0683421,-TIA- 3,242,494,50,-257
3,2,0.0683654,-TIA- 3,242,494,53,-259
3,2,0.0684002,-TIA- 3,242,494,56,-261
2,1,0.0684292,-TIA- 3,242,494,58,-262
2,-1,0.0684698,-TIA- 3,242,494,60,-261
2,-1,0.0684931,-TIA- 3,242,494,62,-260
2,-2,0.0685279,-TIA- 3,242,494,64,-258
2,-5,0.0685685,-TIA- 3,242,494,66,-253
3,-3,0.0685976,-TIA- 3,242,494,69,-250
2,-3,0.0686208,-TIA- 3,242,494,71,-247
2,-2,0.068644,-TIA- 3,242,494,73,-245
1,-1,0.0686788,-TIA- 3,242,494,74,-244
1,-2,0.0686962,-TIA- 3,242,494,75,-242
1,-1,0.0687195,-TIA- 3,242,494,76,-241
1,-1,0.0687427,-TIA- 3,242,494,77,-240
2,-1,0.0690445,-TIA- 3,242,494,79,-239
2,-1,0.0690794,-TIA- 3,242,494,81,-238
3,-1,0.0691084,-TIA- 3,242,494,84,-237
3,-1,0.0691316,-TIA- 3,242,494,87,-236
3,-1,0.0691664,-TIA- 3,242,494,90,-235
2,1,0.0691955,-TIA- 3,242,494,92,-236
3,2,0.0692303,-TIA- 3,242,494,95,-238
2,2,0.0692535,-TIA- 3,242,494,97,-240
2,3,0.0692883,-TIA- 3,242,494,99,-243
2,3,0.0693116,-TIA- 3,242,494,101,-246
2,3,0.0693174,-TIA- 3,242,494,103,-249
2,3,0.0693406,-TIA- 3,242,494,105,-252
1,4,0.0693754,-TIA- 3,242,494,106,-256
2,4,0.0693986,-TIA- 3,242,494,108,-260
2,4,0.0694393,-TIA- 3,242,494,110,-264
2,7,0.0694683,-TIA- 3,242,494,112,-271
4,4,0.069492,-TIA- 3,242,494,116,-275
2,4,0.0695205,-TIA- 3,242,494,118,-279
2,3,0.0695612,-TIA- 3,242,494,120,-282
2,4,0.069567,-TIA- 3,242,494,122,-286
3,8,0.0696192,-TIA- 3,242,494,125,-294
6,3,0.0696541,-TIA- 3,242,494,131,-297
3,4,0.0696773,-TIA- 3,242,494,134,-301
2,4,0.0697121,-TIA- 3,242,494,136,-305
3,4,0.0697179,-TIA- 3,242,494,139,-309
3,3,0.0697527,-TIA- 3,242,494,142,-312
3,4,0.069776,-TIA- 3,242,494,145,-316
3,4,0.069805,-TIA- 3,242,494,148,-320
3,4,0.0698398,-TIA- 3,242,494,151,-324
2,3,0.0698572,-TIA- 3,242,494,153,-327
3,4,0.0698688,-TIA- 3,242,494,156,-331
3,4,0.0699037,-TIA- 3,242,494,159,-335
3,4,0.0699269,-TIA- 3,242,494,162,-339
3,3,0.0699566,-TIA- 3,242,494,165,-342
2,4,0.0699849,-TIA- 3,242,494,167,-346
3,8,0.0700256,-TIA- 3,242,494,170,-354
5,4,0.0700546,-TIA- 3,242,494,175,-358
2,3,0.0700778,-TIA- 3,242,494,177,-361
2,4,0.070101,-TIA- 3,242,494,179,-365
1,4,0.0701359,-TIA- 3,242,494,180,-369
1,4,0.0701533,-TIA- 3,242,494,181,-373
1,3,0.0701765,-TIA- 3,242,494,182,-376
1,4,0.0702055,-TIA- 3,242,494,183,-380
1,4,0.0702404,-TIA- 3,242,494,184,-384
1,4,0.0702752,-TIA- 3,242,494,185,-388
1,3,0.0702926,-TIA- 3,242,494,186,-391
2,4,0.0703042,-TIA- 3,242,494,188,-395
2,4,0.0703274,-TIA- 3,242,494,190,-399
2,4,0.0703571,-TIA- 3,242,494,192,-403
2,3,0.0703913,-TIA- 3,242,494,194,-406
2,4,0.0704203,-TIA- 3,242,494,196,-410
2,4,0.0704493,-TIA- 3,242,494,198,-414
2,4,0.0704551,-TIA- 3,242,494,200,-418
2,3,0.0704784,-TIA- 3,242,494,202,-421
3,4,0.0705061,-TIA- 3,242,494,205,-425
3,4,0.0705364,-TIA- 3,242,494,208,-429
3,4,0.0705771,-TIA- 3,242,494,211,-433
3,7,0.0706061,-TIA- 3,242,494,214,-440
5,4,0.0706409,-TIA- 3,242,494,219,-444
3,4,0.0706641,-TIA- 3,242,494,222,-448
3,3,0.0706932,-TIA- 3,242,494,225,-451
3,4,0.070699,-TIA- 3,242,494,228,-455
2,8,0.070757,-TIA- 3,242,494,230,-463
6,3,0.070783,-TIA- 3,242,494,236,-466
2,4,0.0708093,-TIA- 3,242,494,238,-470
1,4,0.0708383,-TIA- 3,242,494,239,-474
1,4,0.0708557,-TIA- 3,242,494,240,-478
-1,3,0.0708905,-TIA- 3,242,494,239,-481
-2,4,0.0709079,-TIA- 3,242,494,237,-485
-2,4,0.0709428,-TIA- 3,242,494,235,-489
-3,4,0.0709718,-TIA- 3,242,494,232,-493
-2,7,0.0710066,-TIA- 3,242,494,230,-500
-6,4,0.0710473,-TIA- 3,242,494,224,-504
-3,4,0.0710763,-TIA- 3,242,494,221,-508
-3,3,0.0710937,-TIA- 3,242,494,218,-511
-2,4,0.0711169,-TIA- 3,242,494,216,-515
-1,8,0.0711576,-TIA- 3,242,494,215,-523
-4,3,0.0711924,-TIA- 3,242,494,211,-526
-2,4,0.0712214,-TIA- 3,242,494,209,-530
-2,4,0.0712388,-TIA- 3,242,494,207,-534
-2,4,0.0712795,-TIA- 3,242,494,205,-538
-2,4,0.0712911,-TIA- 3,242,494,203,-542
-1,4,0.0713027,-TIA- 3,242,494,202,-546
-1,3,0.0713366,-TIA- 3,242,494,201,-549
-1,4,0.0713665,-TIA- 3,242,494,200,-553
1,4,0.0713982,-TIA- 3,242,494,201,-557
1,7,0.0714304,-TIA- 3,242,494,202,-564
4,4,0.0714652,-TIA- 3,242,494,206,-568
2,4,0.0714884,-TIA- 3,242,494,208,-572
3,4,0.0715117,-TIA- 3,242,494,211,-576
3,3,0.0715523,-TIA- 3,242,494,214,-579
2,8,0.0715813,-TIA- 3,242,494,216,-587
5,4,0.0716161,-TIA- 3,242,494,221,-591
2,3,0.0716278,-TIA- 3,242,494,223,-594
2,4,0.0716684,-TIA- 3,242,494,225,-598
2,4,0.0716916,-TIA- 3,242,494,227,-602
2,4,0.0717264,-TIA- 3,242,494,229,-606
1,3,0.0717322,-TIA- 3,242,494,230,-609
1,4,0.0717497,-TIA- 3,242,494,231,-613
1,4,0.0717961,-TIA- 3,242,494,232,-617
1,4,0.0718135,-TIA- 3,242,494,233,-621
2,3,0.0718251,-TIA- 3,242,494,235,-624
2,4,0.0718716,-TIA- 3,242,494,237,-628
2,4,0.0718774,-TIA- 3,242,494,239,-632
2,4,0.0719122,-TIA- 3,242,494,241,-636
3,3,0.0719412,-TIA- 3,242,494,244,-639
2,8,0.0719761,-TIA- 3,242,494,246,-647
6,4,0.0720051,-TIA- 3,242,494,252,-651
3,3,0.0720399,-TIA- 3,242,494,255,-654
3,4,0.0720631,-TIA- 3,242,494,258,-658
3,4,0.0720863,-TIA- 3,242,494,261,-662
2,4,0.0721038,-TIA- 3,242,494,263,-666
3,3,0.072127,-TIA- 3,242,494,266,-669
3,4,0.0721502,-TIA- 3,242,494,269,-673
2,4,0.0721908,-TIA- 3,242,494,271,-677
1,4,0.0722199,-TIA- 3,242,494,272,-681
1,3,0.0722489,-TIA- 3,242,494,273,-684
-1,4,0.0722605,-TIA- 3,242,494,272,-688
-2,4,0.0722779,-TIA- 3,242,494,270,-692
-3,4,0.0723011,-TIA- 3,242,494,267,-696
-3,3,0.0723302,-TIA- 3,242,494,264,-699
-2,4,0.072365,-TIA- 3,242,494,262,-703
-4,8,0.0723998,-TIA- 3,242,494,258,-711
-8,3,0.0724288,-TIA- 3,242,494,250,-714
-3,4,0.0724579,-TIA- 3,242,494,247,-718
-4,4,0.0724811,-TIA- 3,242,494,243,-722
-4,3,0.0725101,-TIA- 3,242,494,239,-725
-3,1,0.0725275,-TIA- 3,242,494,236,-726
-3,2,0.0725507,-TIA- 3,242,494,233,-728
-1,1,0.0725856,-TIA- 3,242,494,232,-729
-1,1,0.0726146,-TIA- 3,242,494,231,-730
-1,-1,0.0729745,-TIA- 3,242,494,230,-729
-1,-1,0.0730326,-TIA- 3,242,494,229,-728
-1,-2,0.0730964,-TIA- 3,242,494,228,-726
-1,-2,0.0731022,-TIA- 3,242,494,227,-724
-1,-2,0.0731254,-TIA- 3,242,494,226,-722
-1,-2,0.0731545,-TIA- 3,242,494,225,-720
-1,-2,0.0731835,-TIA- 3,242,494,224,-718
-1,-2,0.0732183,-TIA- 3,242,494,223,-716
-1,-2,0.073259,-TIA- 3,242,494,222,-714
-1,-3,0.0732648,-TIA- 3,242,494,221,-711
-1,-3,0.0732822,-TIA- 3,242,494,220,-708
-1,-3,0.073317,-TIA- 3,242,494,219,-705
-1,-3,0.0733576,-TIA- 3,242,494,218,-702
-1,-5,0.0733867,-TIA- 3,242,494,217,-697
-1,-3,0.0734157,-TIA- 3,242,494,216,-694
-1,-3,0.0734331,-TIA- 3,242,494,215,-691
-1,-3,0.0734621,-TIA- 3,242,494,214,-688
-1,-2,0.073497,-TIA- 3,242,494,213,-686
-1,-6,0.0735376,-TIA- 3,242,494,212,-680
-1,-2,0.0735724,-TIA- 3,242,494,211,-678
1,-2,0.0735898,-TIA- 3,242,494,212,-676
1,-1,0.0736188,-TIA- 3,242,494,213,-675
1,-1,0.0736305,-TIA- 3,242,494,214,-674
1,-2,0.0815485,GO 4,29,440,215,-672
1,-2,0.0815717,GO 4,29,440,216,-670
1,-1,0.0816123,GO 4,29,440,217,-669
-1,-1,0.0816472,GO 4,29,440,216,-668
-1,-2,0.0816762,GO 4,29,440,215,-666
-4,-1,0.0817052,GO 4,29,440,211,-665
-3,-1,0.0817342,GO 4,29,440,208,-664
-4,-1,0.0817749,GO 4,29,440,204,-663
-3,-1,0.0818097,GO 4,29,440,201,-662
-4,-1,0.0818329,GO 4,29,440,197,-661
-4,-1,0.081862,GO 4,29,440,193,-660
-4,-1,0.0818944,GO 4,29,440,189,-659
-3,-1,0.08192,GO 4,29,440,186,-658
-4,-1,0.0819258,GO 4,29,440,182,-657
-4,-2,0.081949,GO 4,29,440,178,-655
-4,-2,0.0819839,GO 4,29,440,174,-653
-3,-2,0.0820129,GO 4,29,440,171,-651
-4,-2,0.0820477,GO 4,29,440,167,-649
-4,-1,0.0820651,GO 4,29,440,163,-648
-4,-2,0.0820709,GO 4,29,440,159,-646
-3,-2,0.0820941,GO 4,29,440,156,-644
-4,-2,0.082129,GO 4,29,440,152,-642
-4,-2,0.082158,GO 4,29,440,148,-640
-4,-2,0.0821928,GO 4,29,440,144,-638
-3,-4,0.0822219,GO 4,29,440,141,-634
-8,-1,0.0822451,GO 4,29,440,133,-633
-4,-2,0.0822625,GO 4,29,440,129,-631
-3,-2,0.0822915,GO 4,29,440,126,-629
-4,-2,0.0823322,GO 4,29,440,122,-627
-4,-4,0.0823612,GO 4,29,440,118,-623
-7,-2,0.082396,GO 4,29,440,111,-621
-4,-2,0.0824192,GO 4,29,440,107,-619
-4,-1,0.0824424,GO 4,29,440,103,-618
-4,-2,0.0824831,GO 4,29,440,99,-616
-3,-2,0.0824947,GO 4,29,440,96,-614
-4,-2,0.0825179,GO 4,29,440,92,-612
-4,-2,0.0825469,GO 4,29,440,88,-610
-4,-2,0.0825818,GO 4,29,440,84,-608
-3,-2,0.082605,GO 4,29,440,81,-606
-4,-2,0.0826282,GO 4,29,440,77,-604
-4,-1,0.0826456,GO 4,29,440,73,-603
-4,-2,0.0826688,GO 4,29,440,69,-601
-3,-2,0.0826805,GO 4,29,440,66,-599
-4,-2,0.0827211,GO 4,29,440,62,-597
-4,-1,0.0827559,GO 4,29,440,58,-596
-4,-1,0.0827749,GO 4,29,440,54,-595
-3,-1,0.0827849,GO 4,29,440,51,-594
-4,-1,0.0828082,GO 4,29,440,47,-593
-4,-1,0.0828314,GO 4,29,440,43,-592
-4,-1,0.0828659,GO 4,29,440,39,-591
