deltaX,deltaY,WHEN,SYLLABLE,XofButton,YofButton,XofTrace,YofTrace
-1,-1,0.00952268,Yield,0,0,-1,1
-2,-2,0.00954921,Yield,0,0,-3,3
-2,-2,0.00957243,Yield,0,0,-5,5
-3,-2,0.00960336,Yield,0,0,-8,7
-3,-1,0.00963048,Yield,0,0,-11,8
-3,-1,0.0096595,Yield,0,0,-14,9
-2,-1,0.00992653,Yield,0,0,-16,10
-1,-1,0.00996717,Yield,0,0,-17,11
-2,-1,0.00998458,Yield,0,0,-19,12
-1,1,0.0102285,Yield,0,0,-20,11
-1,1,0.0102574,Yield,0,0,-21,10
-2,2,0.0102864,Yield,0,0,-23,8
-3,2,0.0103155,Yield,0,0,-26,6
-3,3,0.0103561,Yield,0,0,-29,3
-4,3,0.0103793,Yield,0,0,-33,0
-3,5,0.0104141,Yield,0,0,-36,-5
-8,4,0.010449,Yield,0,0,-44,-9
-4,4,0.010478,Yield,0,0,-48,-13
-3,4,0.0104848,Yield,0,0,-51,-17
-4,3,0.0105302,Yield,0,0,-55,-20
-4,8,0.0105593,Yield,0,0,-59,-28
-7,4,0.0105825,Yield,0,0,-66,-32
-4,3,0.0106173,Yield,0,0,-70,-35
-4,4,0.0106405,Yield,0,0,-74,-39
-4,3,0.0106812,Yield,0,0,-78,-42
-3,3,0.010687,Yield,0,0,-81,-45
-4,3,0.010716,Yield,0,0,-85,-48
-4,2,0.0107334,Yield,0,0,-89,-50
-4,3,0.0107683,Yield,0,0,-93,-53
-3,3,0.0107915,Yield,0,0,-96,-56
-4,3,0.0108263,Yield,0,0,-100,-59
-4,3,0.0108379,Yield,0,0,-104,-62
-4,3,0.0108611,Yield,0,0,-108,-65
-3,2,0.010896,Yield,0,0,-111,-67
-4,3,0.0109134,Yield,0,0,-115,-70
-4,3,0.0109424,Yield,0,0,-119,-73
-4,3,0.0109772,Yield,0,0,-123,-76
-3,3,0.0109946,Yield,0,0,-126,-79
-4,2,0.0110179,Yield,0,0,-130,-81
-4,3,0.0110469,Yield,0,0,-134,-84
-4,2,0.0110817,Yield,0,0,-138,-86
-3,2,0.0111166,Yield,0,0,-141,-88
-4,2,0.011134,Yield,0,0,-145,-90
-4,1,0.0111456,Yield,0,0,-149,-91
-3,1,0.0111688,Yield,0,0,-152,-92
-1,1,0.0115926,Yield,0,0,-153,-93
-1,1,0.0116227,Yield,0,0,-154,-94
-1,2,0.0116564,Yield,0,0,-155,-96
1,4,0.0117029,Yield,0,0,-154,-100
3,2,0.0117203,Yield,0,0,-151,-102
1,2,0.0117435,Yield,0,0,-150,-104
1,2,0.0117783,Yield,0,0,-149,-106
1,1,0.0118073,Yield,0,0,-148,-107
1,1,0.0118248,Yield,0,0,-147,-108
1,1,0.0118538,Yield,0,0,-146,-109
1,-1,0.0119118,Yield,0,0,-145,-108
1,-2,0.0119583,Yield,0,0,-144,-106
2,-3,0.0119757,Yield,0,0,-142,-103
2,-3,0.0120047,Yield,0,0,-140,-100
2,-3,0.0120279,Yield,0,0,-138,-97
1,-2,0.012057,Yield,0,0,-137,-95
2,-3,0.0120744,Yield,0,0,-135,-92
2,-3,0.012115,Yield,0,0,-133,-89
2,-3,0.0121266,Yield,0,0,-131,-86
1,-3,0.0121498,Yield,0,0,-130,-83
1,-2,0.0121789,Yield,0,0,-129,-81
1,-3,0.0122079,Yield,0,0,-128,-78
-1,-3,0.0122253,Yield,0,0,-129,-75
-1,-3,0.0122543,Yield,0,0,-130,-72
-1,-3,0.0122834,Yield,0,0,-131,-69
-1,-2,0.0123182,Yield,0,0,-132,-67
-1,-3,0.0123298,Yield,0,0,-133,-64
-1,-3,0.0123588,Yield,0,0,-134,-61
-1,-3,0.0123762,Yield,0,0,-135,-58
-1,-3,0.0123995,Yield,0,0,-136,-55
-1,-3,0.0124343,Yield,0,0,-137,-52
-1,-2,0.0124575,Yield,0,0,-138,-50
-1,-3,0.0124981,Yield,0,0,-139,-47
-1,-3,0.0125039,Yield,0,0,-140,-44
1,-3,0.012533,Yield,0,0,-139,-41
1,-3,0.0125504,Yield,0,0,-138,-38
2,-2,0.0125852,Yield,0,0,-136,-36
2,-3,0.0126084,Yield,0,0,-134,-33
3,-3,0.0126491,Yield,0,0,-131,-30
3,-3,0.0126549,Yield,0,0,-128,-27
2,-3,0.0126792,Yield,0,0,-126,-24
3,-2,0.0127129,Yield,0,0,-123,-22
3,-3,0.0127478,Yield,0,0,-120,-19
3,-3,0.012771,Yield,0,0,-117,-16
3,-3,0.0127826,Yield,0,0,-114,-13
2,-3,0.0128,Yield,0,0,-112,-10
2,-3,0.0128232,Yield,0,0,-110,-7
2,-2,0.012858,Yield,0,0,-108,-5
1,-3,0.0128871,Yield,0,0,-107,-2
1,-3,0.0129219,Yield,0,0,-106,1
1,-3,0.0129277,Yield,0,0,-105,4
1,-3,0.0129509,Yield,0,0,-104,7
1,-2,0.0129858,Yield,0,0,-103,9
1,-6,0.0130264,Yield,0,0,-102,15
1,-3,0.0130554,Yield,0,0,-101,18
1,-3,0.0130844,Yield,0,0,-100,21
1,-2,0.0131077,Yield,0,0,-99,23
1,-3,0.0131367,Yield,0,0,-98,26
1,-2,0.0131657,Yield,0,0,-97,28
1,-1,0.0131773,Yield,0,0,-96,29
1,-1,0.0132005,Yield,0,0,-95,30
1,-2,0.0185585,FRAY 1,297,486,-94,32
2,-1,0.0185876,FRAY 1,297,486,-92,33
2,-3,0.0186108,FRAY 1,297,486,-90,36
1,-3,0.0186398,FRAY 1,297,486,-89,39
3,-3,0.0186572,FRAY 1,297,486,-86,42
3,-3,0.0186805,FRAY 1,297,486,-83,45
3,-2,0.0187095,FRAY 1,297,486,-80,47
3,-3,0.0187443,FRAY 1,297,486,-77,50
2,-3,0.0187733,FRAY 1,297,486,-75,53
3,-3,0.0188024,FRAY 1,297,486,-72,56
3,-3,0.0188082,FRAY 1,297,486,-69,59
2,-3,0.0188314,FRAY 1,297,486,-67,62
2,-1,0.0188662,FRAY 1,297,486,-65,63
2,-2,0.0188952,FRAY 1,297,486,-63,65
2,-1,0.0189301,FRAY 1,297,486,-61,66
1,-1,0.0189359,FRAY 1,297,486,-60,67
2,-1,0.0189591,FRAY 1,297,486,-58,68
2,-1,0.0189939,FRAY 1,297,486,-56,69
2,-1,0.0190171,FRAY 1,297,486,-54,70
2,-1,0.0190404,FRAY 1,297,486,-52,71
1,-1,0.019081,FRAY 1,297,486,-51,72
3,1,0.0192319,FRAY 1,297,486,-48,71
2,2,0.0192377,FRAY 1,297,486,-46,69
3,2,0.0192645,FRAY 1,297,486,-43,67
3,2,0.0192958,FRAY 1,297,486,-40,65
3,3,0.0193306,FRAY 1,297,486,-37,62
3,3,0.0193364,FRAY 1,297,486,-34,59
2,2,0.0193654,FRAY 1,297,486,-32,57
3,3,0.0193945,FRAY 1,297,486,-29,54
2,3,0.0194177,FRAY 1,297,486,-27,51
2,3,0.0194467,FRAY 1,297,486,-25,48
2,3,0.0194815,FRAY 1,297,486,-23,45
3,3,0.0194873,FRAY 1,297,486,-20,42
3,4,0.0195106,FRAY 1,297,486,-17,38
2,4,0.0195454,FRAY 1,297,486,-15,34
3,4,0.019586,FRAY 1,297,486,-12,30
3,3,0.0196093,FRAY 1,297,486,-9,27
3,8,0.0196499,FRAY 1,297,486,-6,19
5,4,0.0196847,FRAY 1,297,486,-1,15
3,3,0.0196963,FRAY 1,297,486,2,12
3,4,0.0197254,FRAY 1,297,486,5,8
3,4,0.0197544,FRAY 1,297,486,8,4
3,4,0.019766,FRAY 1,297,486,11,0
2,3,0.019795,FRAY 1,297,486,13,-3
3,4,0.0198182,FRAY 1,297,486,16,-7
3,4,0.0198473,FRAY 1,297,486,19,-11
3,3,0.0198814,FRAY 1,297,486,22,-14
3,3,0.0199111,FRAY 1,297,486,25,-17
2,2,0.0199227,FRAY 1,297,486,27,-19
3,3,0.0199459,FRAY 1,297,486,30,-22
3,3,0.019975,FRAY 1,297,486,33,-25
3,3,0.0199982,FRAY 1,297,486,36,-28
3,3,0.020024,FRAY 1,297,486,39,-31
3,2,0.020062,FRAY 1,297,486,42,-33
2,4,0.0200737,FRAY 1,297,486,44,-37
3,4,0.0200969,FRAY 1,297,486,47,-41
3,4,0.0201317,FRAY 1,297,486,50,-45
3,3,0.0201433,FRAY 1,297,486,53,-48
3,4,0.0201781,FRAY 1,297,486,56,-52
2,4,0.0202014,FRAY 1,297,486,58,-56
3,4,0.0202188,FRAY 1,297,486,61,-60
3,3,0.020242,FRAY 1,297,486,64,-63
3,4,0.020271,FRAY 1,297,486,67,-67
3,4,0.0203059,FRAY 1,297,486,70,-71
2,4,0.0203117,FRAY 1,297,486,72,-75
3,3,0.0203465,FRAY 1,297,486,75,-78
