dX,dY,WHEN,SYLLABLE,X,Y,cX,cY
2,-3,0.0374712,Yield,0,0,-124,6
1,-3,0.0374828,Yield,0,0,-123,9
2,-3,0.0375118,Yield,0,0,-121,12
3,-3,0.0375351,Yield,0,0,-118,15
3,-2,0.037572,Yield,0,0,-115,17
3,-3,0.0376047,Yield,0,0,-112,20
3,-4,0.0376395,Yield,0,0,-109,24
3,-2,0.0376744,Yield,0,0,-106,26
2,-1,0.0376918,Yield,0,0,-104,27
1,-1,0.0377266,Yield,0,0,-103,28
-1,1,0.0472062,FRAY 1,12,366,-104,27
-1,1,0.04727,FRAY 1,12,366,-105,26
-1,2,0.0472932,FRAY 1,12,366,-106,24
-2,2,0.0473223,FRAY 1,12,366,-108,22
-2,2,0.0473339,FRAY 1,12,366,-110,20
-2,3,0.0473571,FRAY 1,12,366,-112,17
-2,2,0.0473919,FRAY 1,12,366,-114,15
-1,3,0.047421,FRAY 1,12,366,-115,12
-1,3,0.0474521,FRAY 1,12,366,-116,9
-1,3,0.0474616,FRAY 1,12,366,-117,6
-1,3,0.0474906,FRAY 1,12,366,-118,3
-1,3,0.0474964,FRAY 1,12,366,-119,0
-1,4,0.0475312,FRAY 1,12,366,-120,-4
-2,4,0.0475429,FRAY 1,12,366,-122,-8
-2,4,0.0475777,FRAY 1,12,366,-124,-12
-3,3,0.0475825,FRAY 1,12,366,-127,-15
-3,4,0.0476009,FRAY 1,12,366,-130,-19
-3,4,0.0476299,FRAY 1,12,366,-133,-23
-2,4,0.0476648,FRAY 1,12,366,-135,-27
-3,3,0.0476706,FRAY 1,12,366,-138,-30
-3,4,0.0477054,FRAY 1,12,366,-141,-34
-3,4,0.0477344,FRAY 1,12,366,-144,-38
-3,3,0.0477518,FRAY 1,12,366,-147,-41
-2,3,0.0477809,FRAY 1,12,366,-149,-44
-1,2,0.0477983,FRAY 1,12,366,-150,-46
-2,3,0.0478273,FRAY 1,12,366,-152,-49
-2,3,0.0478475,FRAY 1,12,366,-154,-52
-1,3,0.0478795,FRAY 1,12,366,-155,-55
-1,3,0.0479144,FRAY 1,12,366,-156,-58
-1,3,0.0479376,FRAY 1,12,366,-157,-61
1,4,0.0479434,FRAY 1,12,366,-156,-65
1,4,0.0479782,FRAY 1,12,366,-155,-69
1,4,0.0479956,FRAY 1,12,366,-154,-73
1,3,0.0480247,FRAY 1,12,366,-153,-76
2,4,0.0480479,FRAY 1,12,366,-151,-80
1,4,0.0480641,FRAY 1,12,366,-150,-84
2,4,0.0480885,FRAY 1,12,366,-148,-88
1,3,0.0481117,FRAY 1,12,366,-147,-91
1,3,0.0481408,FRAY 1,12,366,-146,-94
1,3,0.0481582,FRAY 1,12,366,-145,-97
1,3,0.0481988,FRAY 1,12,366,-144,-100
1,3,0.0482046,FRAY 1,12,366,-143,-103
1,2,0.0482301,FRAY 1,12,366,-142,-105
1,3,0.0482627,FRAY 1,12,366,-141,-108
1,3,0.0482859,FRAY 1,12,366,-140,-111
1,3,0.0483033,FRAY 1,12,366,-139,-114
2,3,0.0483498,FRAY 1,12,366,-137,-117
2,3,0.0483614,FRAY 1,12,366,-135,-120
2,3,0.0483846,FRAY 1,12,366,-133,-123
2,4,0.0484078,FRAY 1,12,366,-131,-127
3,4,0.0484484,FRAY 1,12,366,-128,-131
3,4,0.0484542,FRAY 1,12,366,-125,-135
3,3,0.0485007,FRAY 1,12,366,-122,-138
3,4,0.0485123,FRAY 1,12,366,-119,-142
2,4,0.0485355,FRAY 1,12,366,-117,-146
3,4,0.0485587,FRAY 1,12,366,-114,-150
3,3,0.0485994,FRAY 1,12,366,-111,-153
3,4,0.0486052,FRAY 1,12,366,-108,-157
3,4,0.0486342,FRAY 1,12,366,-105,-161
3,4,0.0486632,FRAY 1,12,366,-102,-165
2,3,0.0486956,FRAY 1,12,366,-100,-168
3,4,0.0487213,FRAY 1,12,366,-97,-172
3,4,0.0487445,FRAY 1,12,366,-94,-176
3,4,0.0487619,FRAY 1,12,366,-91,-180
3,3,0.0487851,FRAY 1,12,366,-88,-183
2,4,0.0488141,FRAY 1,12,366,-86,-187
3,4,0.0488374,FRAY 1,12,366,-83,-191
3,4,0.0488722,FRAY 1,12,366,-80,-195
3,3,0.0489012,FRAY 1,12,366,-77,-198
3,4,0.0489128,FRAY 1,12,366,-74,-202
2,4,0.0489361,FRAY 1,12,366,-72,-206
3,4,0.0489593,FRAY 1,12,366,-69,-210
3,3,0.0489941,FRAY 1,12,366,-66,-213
3,4,0.0490231,FRAY 1,12,366,-63,-217
2,4,0.049058,FRAY 1,12,366,-61,-221
2,4,0.0490638,FRAY 1,12,366,-59,-225
1,3,0.0490928,FRAY 1,12,366,-58,-228
1,4,0.0490986,FRAY 1,12,366,-57,-232
-1,4,0.0491276,FRAY 1,12,366,-58,-236
-2,4,0.0491566,FRAY 1,12,366,-60,-240
-2,3,0.0491915,FRAY 1,12,366,-62,-243
-3,4,0.0491973,FRAY 1,12,366,-65,-247
-3,4,0.0492205,FRAY 1,12,366,-68,-251
-3,4,0.0492437,FRAY 1,12,366,-71,-255
-2,3,0.0492785,FRAY 1,12,366,-73,-258
-3,4,0.0493018,FRAY 1,12,366,-76,-262
-3,4,0.049325,FRAY 1,12,366,-79,-266
-3,4,0.0493482,FRAY 1,12,366,-82,-270
-2,3,0.0493772,FRAY 1,12,366,-84,-273
-2,4,0.0493888,FRAY 1,12,366,-86,-277
-2,4,0.0494237,FRAY 1,12,366,-88,-281
-1,4,0.0494469,FRAY 1,12,366,-89,-285
-1,3,0.0494803,FRAY 1,12,366,-90,-288
-1,4,0.0494933,FRAY 1,12,366,-91,-292
-1,4,0.0495107,FRAY 1,12,366,-92,-296
1,4,0.049534,FRAY 1,12,366,-91,-300
1,3,0.049563,FRAY 1,12,366,-90,-303
1,4,0.049592,FRAY 1,12,366,-89,-307
1,4,0.049621,FRAY 1,12,366,-88,-311
1,4,0.0496385,FRAY 1,12,366,-87,-315
1,3,0.0496675,FRAY 1,12,366,-86,-318
1,4,0.0496907,FRAY 1,12,366,-85,-322
1,4,0.0497197,FRAY 1,12,366,-84,-326
1,4,0.0497371,FRAY 1,12,366,-83,-330
1,3,0.0497662,FRAY 1,12,366,-82,-333
-1,4,0.0497952,FRAY 1,12,366,-83,-337
-1,4,0.0498184,FRAY 1,12,366,-84,-341
-1,4,0.0498416,FRAY 1,12,366,-85,-345
-1,3,0.0498707,FRAY 1,12,366,-86,-348
-2,4,0.0498881,FRAY 1,12,366,-88,-352
-2,4,0.0499229,FRAY 1,12,366,-90,-356
-2,4,0.0499461,FRAY 1,12,366,-92,-360
-1,3,0.0499693,FRAY 1,12,366,-93,-363
-1,4,0.0499926,FRAY 1,12,366,-94,-367
-1,4,0.0500271,FRAY 1,12,366,-95,-371
-1,4,0.050039,FRAY 1,12,366,-96,-375
1,3,0.0500622,FRAY 1,12,366,-95,-378
1,4,0.0501029,FRAY 1,12,366,-94,-382
1,4,0.0501203,FRAY 1,12,366,-93,-386
2,4,0.0501435,FRAY 1,12,366,-91,-390
2,3,0.0501783,FRAY 1,12,366,-89,-393
1,4,0.0502073,FRAY 1,12,366,-88,-397
3,4,0.050219,FRAY 1,12,366,-85,-401
3,4,0.0502596,FRAY 1,12,366,-82,-405
3,3,0.0502712,FRAY 1,12,366,-79,-408
3,4,0.0502944,FRAY 1,12,366,-76,-412
3,4,0.0503234,FRAY 1,12,366,-73,-416
2,4,0.0503525,FRAY 1,12,366,-71,-420
3,3,0.0503699,FRAY 1,12,366,-68,-423
3,4,0.0503931,FRAY 1,12,366,-65,-427
3,4,0.0504163,FRAY 1,12,366,-62,-431
3,4,0.0504395,FRAY 1,12,366,-59,-435
3,3,0.0504628,FRAY 1,12,366,-56,-438
3,4,0.0504976,FRAY 1,12,366,-53,-442
1,4,0.0505092,FRAY 1,12,366,-52,-446
2,4,0.0505382,FRAY 1,12,366,-50,-450
1,3,0.0505729,FRAY 1,12,366,-49,-453
-1,4,0.0505905,FRAY 1,12,366,-50,-457
-2,4,0.0506137,FRAY 1,12,366,-52,-461
-2,4,0.0506485,FRAY 1,12,366,-54,-465
-3,3,0.0506659,FRAY 1,12,366,-57,-468
-4,4,0.0506892,FRAY 1,12,366,-61,-472
-4,4,0.0507124,FRAY 1,12,366,-65,-476
-3,4,0.0507414,FRAY 1,12,366,-68,-480
-4,3,0.0507704,FRAY 1,12,366,-72,-483
-4,4,0.0507995,FRAY 1,12,366,-76,-487
-4,4,0.0508169,FRAY 1,12,366,-80,-491
-2,4,0.0508401,FRAY 1,12,366,-82,-495
-2,3,0.0508633,FRAY 1,12,366,-84,-498
-1,3,0.0508981,FRAY 1,12,366,-85,-501
-1,3,0.0509272,FRAY 1,12,366,-86,-504
1,3,0.0509504,FRAY 1,12,366,-85,-507
1,2,0.0509678,FRAY 1,12,366,-84,-509
1,2,0.050991,FRAY 1,12,366,-83,-511
1,1,0.0510491,FRAY 1,12,366,-82,-512
1,1,0.0510723,FRAY 1,12,366,-81,-513
1,-1,0.0626068,SAN- 2,256,173,-80,-512
1,-1,0.062659,SAN- 2,256,173,-79,-511
1,-2,0.0627055,SAN- 2,256,173,-78,-509
1,-2,0.0627113,SAN- 2,256,173,-77,-507
1,-2,0.0627345,SAN- 2,256,173,-76,-505
2,-2,0.0627577,SAN- 2,256,173,-74,-503
1,-2,0.0627926,SAN- 2,256,173,-73,-501
2,-3,0.06281,SAN- 2,256,173,-71,-498
3,-3,0.0628332,SAN- 2,256,173,-68,-495
3,-3,0.062868,SAN- 2,256,173,-65,-492
3,-3,0.0628912,SAN- 2,256,173,-62,-489
3,-3,0.0629145,SAN- 2,256,173,-59,-486
2,-2,0.0629435,SAN- 2,256,173,-57,-484
3,-3,0.0629609,SAN- 2,256,173,-54,-481
3,-3,0.0629899,SAN- 2,256,173,-51,-478
3,-3,0.0630073,SAN- 2,256,173,-48,-475
3,-3,0.0630306,SAN- 2,256,173,-45,-472
2,-2,0.0630654,SAN- 2,256,173,-43,-470
3,-3,0.0630944,SAN- 2,256,173,-40,-467
3,-3,0.0631002,SAN- 2,256,173,-37,-464
3,-3,0.0631351,SAN- 2,256,173,-34,-461
3,-3,0.0631583,SAN- 2,256,173,-31,-458
3,-2,0.0631815,SAN- 2,256,173,-28,-456
2,-3,0.0632163,SAN- 2,256,173,-26,-453
3,-3,0.0632454,SAN- 2,256,173,-23,-450
3,-3,0.063257,SAN- 2,256,173,-20,-447
3,-3,0.0632802,SAN- 2,256,173,-17,-444
3,-3,0.0633034,SAN- 2,256,173,-14,-441
2,-2,0.0633324,SAN- 2,256,173,-12,-439
3,-3,0.0633615,SAN- 2,256,173,-9,-436
3,-3,0.0633963,SAN- 2,256,173,-6,-433
3,-3,0.0634079,SAN- 2,256,173,-3,-430
3,-3,0.0634311,SAN- 2,256,173,0,-427
2,-2,0.0634543,SAN- 2,256,173,2,-425
3,-3,0.0634892,SAN- 2,256,173,5,-422
3,-3,0.0635124,SAN- 2,256,173,8,-419
3,-3,0.0635414,SAN- 2,256,173,11,-416
3,-3,0.0635588,SAN- 2,256,173,14,-413
2,-2,0.063582,SAN- 2,256,173,16,-411
3,-3,0.0636053,SAN- 2,256,173,19,-408
3,-3,0.0636401,SAN- 2,256,173,22,-405
3,-3,0.0636633,SAN- 2,256,173,25,-402
3,-3,0.063694,SAN- 2,256,173,28,-399
3,-3,0.0637098,SAN- 2,256,173,31,-396
2,-2,0.063733,SAN- 2,256,173,33,-394
3,-3,0.0637562,SAN- 2,256,173,36,-391
3,-3,0.0637852,SAN- 2,256,173,39,-388
3,-3,0.0638142,SAN- 2,256,173,42,-385
3,-3,0.0638375,SAN- 2,256,173,45,-382
2,-2,0.0638607,SAN- 2,256,173,47,-380
3,-3,0.0638839,SAN- 2,256,173,50,-377
3,-3,0.0639113,SAN- 2,256,173,53,-374
3,-3,0.0639361,SAN- 2,256,173,56,-371
3,-3,0.0639594,SAN- 2,256,173,59,-368
2,-2,0.064,SAN- 2,256,173,61,-366
3,-3,0.0640174,SAN- 2,256,173,64,-363
3,-3,0.0640406,SAN- 2,256,173,67,-360
3,-3,0.0640639,SAN- 2,256,173,70,-357
3,-3,0.0640929,SAN- 2,256,173,73,-354
3,-3,0.0641161,SAN- 2,256,173,76,-351
2,-2,0.0641414,SAN- 2,256,173,78,-349
3,-3,0.0641683,SAN- 2,256,173,81,-346
3,-3,0.0641916,SAN- 2,256,173,84,-343
3,-3,0.0642148,SAN- 2,256,173,87,-340
3,-3,0.0642438,SAN- 2,256,173,90,-337
2,-2,0.0642786,SAN- 2,256,173,92,-335
3,-3,0.0642844,SAN- 2,256,173,95,-332
3,-3,0.0643193,SAN- 2,256,173,98,-329
3,-3,0.0643425,SAN- 2,256,173,101,-326
3,-3,0.0643657,SAN- 2,256,173,104,-323
2,-2,0.0643889,SAN- 2,256,173,106,-321
3,-3,0.0644296,SAN- 2,256,173,109,-318
3,-3,0.0644412,SAN- 2,256,173,112,-315
3,-3,0.0644702,SAN- 2,256,173,115,-312
3,-3,0.0644934,SAN- 2,256,173,118,-309
3,-3,0.0645166,SAN- 2,256,173,121,-306
2,-2,0.0645399,SAN- 2,256,173,123,-304
3,-3,0.0645747,SAN- 2,256,173,126,-301
3,-3,0.0645921,SAN- 2,256,173,129,-298
3,-3,0.0646211,SAN- 2,256,173,132,-295
3,-3,0.0646444,SAN- 2,256,173,135,-292
2,-2,0.0646676,SAN- 2,256,173,137,-290
3,-3,0.0646908,SAN- 2,256,173,140,-287
3,-3,0.0647256,SAN- 2,256,173,143,-284
3,-3,0.064743,SAN- 2,256,173,146,-281
3,-3,0.0647663,SAN- 2,256,173,149,-278
2,-2,0.0647953,SAN- 2,256,173,151,-276
3,-3,0.0648243,SAN- 2,256,173,154,-273
3,-3,0.0648475,SAN- 2,256,173,157,-270
3,-6,0.0649114,SAN- 2,256,173,160,-264
5,-2,0.0649266,SAN- 2,256,173,165,-262
3,-1,0.0649502,SAN- 2,256,173,168,-261
3,-2,0.0649752,SAN- 2,256,173,171,-259
3,-2,0.0649985,SAN- 2,256,173,174,-257
3,-2,0.0650275,SAN- 2,256,173,177,-255
3,-2,0.0650449,SAN- 2,256,173,180,-253
2,-1,0.0650681,SAN- 2,256,173,182,-252
3,-1,0.0650913,SAN- 2,256,173,185,-251
3,-1,0.065132,SAN- 2,256,173,188,-250
3,-1,0.0651552,SAN- 2,256,173,191,-249
3,-1,0.0651784,SAN- 2,256,173,194,-248
2,-2,0.0652016,SAN- 2,256,173,196,-246
3,-1,0.065219,SAN- 2,256,173,199,-245
3,-2,0.0652423,SAN- 2,256,173,202,-243
3,-2,0.0652771,SAN- 2,256,173,205,-241
3,-2,0.0653119,SAN- 2,256,173,208,-239
2,-2,0.0653351,SAN- 2,256,173,210,-237
3,-2,0.0653526,SAN- 2,256,173,213,-235
3,-2,0.0653744,SAN- 2,256,173,216,-233
3,-2,0.065399,SAN- 2,256,173,219,-231
3,-1,0.065428,SAN- 2,256,173,222,-230
3,-2,0.0654629,SAN- 2,256,173,225,-228
2,-2,0.0654861,SAN- 2,256,173,227,-226
3,-2,0.0655035,SAN- 2,256,173,230,-224
3,-2,0.0655267,SAN- 2,256,173,233,-222
3,-2,0.0655499,SAN- 2,256,173,236,-220
3,-2,0.065579,SAN- 2,256,173,239,-218
2,-2,0.0656138,SAN- 2,256,173,241,-216
3,-1,0.0656428,SAN- 2,256,173,244,-215
3,-2,0.0656544,SAN- 2,256,173,247,-213
3,-2,0.0656776,SAN- 2,256,173,250,-211
3,-2,0.0657009,SAN- 2,256,173,253,-209
2,-2,0.0657241,SAN- 2,256,173,255,-207
3,-2,0.0657589,SAN- 2,256,173,258,-205
3,-1,0.0657937,SAN- 2,256,173,261,-204
3,-1,0.0658054,SAN- 2,256,173,264,-203
3,-1,0.065832,SAN- 2,256,173,267,-202
2,-1,0.0658576,SAN- 2,256,173,269,-201
1,1,0.0660085,SAN- 2,256,173,270,-202
1,1,0.0660317,SAN- 2,256,173,271,-203
-1,1,0.0660666,SAN- 2,256,173,270,-204
-1,2,0.0660956,SAN- 2,256,173,269,-206
-1,1,0.066113,SAN- 2,256,173,268,-207
-1,1,0.0661362,SAN- 2,256,173,267,-208
-1,1,0.0661595,SAN- 2,256,173,266,-209
-1,2,0.0661943,SAN- 2,256,173,265,-211
1,2,0.0662175,SAN- 2,256,173,266,-213
1,2,0.0662349,SAN- 2,256,173,267,-215
1,2,0.0662639,SAN- 2,256,173,268,-217
1,2,0.0662872,SAN- 2,256,173,269,-219
1,1,0.0663104,SAN- 2,256,173,270,-220
1,1,0.0663684,SAN- 2,256,173,271,-221
-1,1,0.0792091,-TIA- 3,230,425,270,-222
-1,1,0.0792555,-TIA- 3,230,425,269,-223
1,1,0.0792787,-TIA- 3,230,425,270,-224
3,1,0.0794807,-TIA- 3,230,425,273,-225
2,1,0.0795109,-TIA- 3,230,425,275,-226
2,2,0.0795341,-TIA- 3,230,425,277,-228
1,2,0.0795574,-TIA- 3,230,425,278,-230
2,1,0.0795922,-TIA- 3,230,425,280,-231
2,2,0.0796038,-TIA- 3,230,425,282,-233
2,3,0.0796328,-TIA- 3,230,425,284,-236
2,3,0.0796561,-TIA- 3,230,425,286,-239
2,3,0.0796851,-TIA- 3,230,425,288,-242
2,3,0.0797083,-TIA- 3,230,425,290,-245
2,2,0.0797373,-TIA- 3,230,425,292,-247
2,3,0.0797605,-TIA- 3,230,425,294,-250
1,3,0.0797838,-TIA- 3,230,425,295,-253
1,4,0.079807,-TIA- 3,230,425,296,-257
1,3,0.0798418,-TIA- 3,230,425,297,-260
1,4,0.079865,-TIA- 3,230,425,298,-264
2,4,0.0798941,-TIA- 3,230,425,300,-268
2,4,0.0799115,-TIA- 3,230,425,302,-272
2,3,0.0799405,-TIA- 3,230,425,304,-275
2,4,0.0799579,-TIA- 3,230,425,306,-279
2,4,0.0799927,-TIA- 3,230,425,308,-283
1,4,0.0800276,-TIA- 3,230,425,309,-287
1,3,0.0800566,-TIA- 3,230,425,310,-290
1,4,0.0800624,-TIA- 3,230,425,311,-294
1,4,0.0800856,-TIA- 3,230,425,312,-298
1,4,0.0801088,-TIA- 3,230,425,313,-302
-1,3,0.0801321,-TIA- 3,230,425,312,-305
-1,2,0.0801669,-TIA- 3,230,425,311,-307
-2,3,0.0802017,-TIA- 3,230,425,309,-310
-3,3,0.0802133,-TIA- 3,230,425,306,-313
-3,3,0.0802424,-TIA- 3,230,425,303,-316
-4,3,0.0802656,-TIA- 3,230,425,299,-319
-3,3,0.0802888,-TIA- 3,230,425,296,-322
-4,4,0.080312,-TIA- 3,230,425,292,-326
-4,4,0.0803527,-TIA- 3,230,425,288,-330
-4,4,0.0803701,-TIA- 3,230,425,284,-334
-3,3,0.0803933,-TIA- 3,230,425,281,-337
-4,4,0.0804223,-TIA- 3,230,425,277,-341
-4,4,0.0804397,-TIA- 3,230,425,273,-345
-4,4,0.0804629,-TIA- 3,230,425,269,-349
-3,3,0.0805036,-TIA- 3,230,425,266,-352
-4,4,0.080521,-TIA- 3,230,425,262,-356
-4,4,0.0805442,-TIA- 3,230,425,258,-360
-4,4,0.0805674,-TIA- 3,230,425,254,-364
-3,3,0.0805907,-TIA- 3,230,425,251,-367
-4,4,0.0806218,-TIA- 3,230,425,247,-371
-3,4,0.0806371,-TIA- 3,230,425,244,-375
-3,4,0.0806719,-TIA- 3,230,425,241,-379
-3,3,0.0806951,-TIA- 3,230,425,238,-382
-2,4,0.0807184,-TIA- 3,230,425,236,-386
-1,4,0.0807416,-TIA- 3,230,425,235,-390
-1,4,0.0807764,-TIA- 3,230,425,234,-394
-1,3,0.0807938,-TIA- 3,230,425,233,-397
-1,4,0.0808229,-TIA- 3,230,425,232,-401
-1,4,0.0808461,-TIA- 3,230,425,231,-405
-1,4,0.0808693,-TIA- 3,230,425,230,-409
1,3,0.0809041,-TIA- 3,230,425,231,-412
1,4,0.0809273,-TIA- 3,230,425,232,-416
1,4,0.0809448,-TIA- 3,230,425,233,-420
1,4,0.0809738,-TIA- 3,230,425,234,-424
1,3,0.080997,-TIA- 3,230,425,235,-427
1,4,0.0810202,-TIA- 3,230,425,236,-431
1,4,0.0810551,-TIA- 3,230,425,237,-435
1,4,0.0810841,-TIA- 3,230,425,238,-439
1,1,0.0810957,-TIA- 3,230,425,239,-440
1,1,0.0811189,-TIA- 3,230,425,240,-441
1,1,0.0811537,-TIA- 3,230,425,241,-442
1,1,0.081177,-TIA- 3,230,425,242,-443
1,1,0.0821522,-TIA- 3,230,425,243,-444
1,1,0.0822044,-TIA- 3,230,425,244,-445
-1,2,0.0822219,-TIA- 3,230,425,243,-447
-1,2,0.0822683,-TIA- 3,230,425,242,-449
-1,2,0.0822799,-TIA- 3,230,425,241,-451
-1,3,0.0823089,-TIA- 3,230,425,240,-454
-1,2,0.0823263,-TIA- 3,230,425,239,-456
-1,3,0.0823554,-TIA- 3,230,425,238,-459
-1,4,0.0823902,-TIA- 3,230,425,237,-463
-1,4,0.082396,-TIA- 3,230,425,236,-467
1,3,0.0824308,-TIA- 3,230,425,237,-470
1,4,0.0824541,-TIA- 3,230,425,238,-474
1,4,0.0824773,-TIA- 3,230,425,239,-478
1,4,0.0825005,-TIA- 3,230,425,240,-482
1,3,0.0825237,-TIA- 3,230,425,241,-485
1,4,0.0825527,-TIA- 3,230,425,242,-489
1,4,0.0825818,-TIA- 3,230,425,243,-493
1,4,0.082605,-TIA- 3,230,425,244,-497
1,3,0.0826398,-TIA- 3,230,425,245,-500
1,4,0.0826514,-TIA- 3,230,425,246,-504
1,4,0.0826921,-TIA- 3,230,425,247,-508
1,4,0.0827037,-TIA- 3,230,425,248,-512
1,3,0.0827327,-TIA- 3,230,425,249,-515
1,4,0.0827559,-TIA- 3,230,425,250,-519
1,4,0.0827907,-TIA- 3,230,425,251,-523
1,4,0.0828198,-TIA- 3,230,425,252,-527
1,3,0.0828314,-TIA- 3,230,425,253,-530
-1,4,0.0828546,-TIA- 3,230,425,252,-534
-1,4,0.0828778,-TIA- 3,230,425,251,-538
-2,4,0.0829127,-TIA- 3,230,425,249,-542
-2,3,0.0829359,-TIA- 3,230,425,247,-545
-2,4,0.0829716,-TIA- 3,230,425,245,-549
-3,4,0.0829823,-TIA- 3,230,425,242,-553
-3,4,0.0830055,-TIA- 3,230,425,239,-557
-3,3,0.0830288,-TIA- 3,230,425,236,-560
-3,4,0.0830636,-TIA- 3,230,425,233,-564
-2,2,0.0830926,-TIA- 3,230,425,231,-566
-2,2,0.0831158,-TIA- 3,230,425,229,-568
-1,2,0.0831332,-TIA- 3,230,425,228,-570
-2,1,0.0831565,-TIA- 3,230,425,226,-571
-1,1,0.0831797,-TIA- 3,230,425,225,-572
